"","X","curr_name","TOTAGE","preds1","species_code","preds_lm","preds_nls","preds_mixed"
"2768",6827,"Pacific madrone",340,24.5401437234122,"ArbuMenz",54.0239144868199,30.3142612488874,66.967557603495
"2769",6927,"Pacific madrone",345,24.7663110577294,"ArbuMenz",54.355166667206,30.3340377602747,67.4484871893186
"2770",7027,"Pacific madrone",350,24.991263617381,"ArbuMenz",54.6755117381449,30.3527913751464,67.9153409873144
"2771",7133,"Pacific madrone",355,25.2150251434191,"ArbuMenz",54.9852176110295,30.3705878172485,68.3684297301454
"2772",7229,"Pacific madrone",360,25.4376185858779,"ArbuMenz",55.2845457405273,30.3874878011898,68.8080581015104
"2773",7327,"Pacific madrone",365,25.6590661407239,"ArbuMenz",55.5737512363861,30.4035474712554,69.2345247483876
"2774",7427,"Pacific madrone",370,25.8793892845991,"ArbuMenz",55.8530829795726,30.4188187970404,69.6481223066763
"2775",7527,"Pacific madrone",375,26.0986088075164,"ArbuMenz",56.1227837417927,30.4333499305922,70.0491374385282
"2776",7627,"Pacific madrone",380,26.3167448436538,"ArbuMenz",56.3830903075627,30.447185529197,70.4378508798442
"2777",7727,"Pacific madrone",385,26.533816900381,"ArbuMenz",56.6342335981014,30.4603670474608,70.8145374965764
"2778",7827,"Pacific madrone",390,26.7498438856425,"ArbuMenz",56.8764387964116,30.4729330019153,71.1794663486198
"2779",7927,"Pacific madrone",395,26.9648441338089,"ArbuMenz",57.109925472996,30.4849192110061,71.5329007602123
"2780",8027,"Pacific madrone",400,27.1788354301012,"ArbuMenz",57.3349077117309,30.4963590129969,71.8750983958747
"2781",8133,"Pacific madrone",405,27.3918350336827,"ArbuMenz",57.5515942354793,30.5072834640422,72.2063113410305
"2782",8229,"Pacific madrone",410,27.6038596995085,"ArbuMenz",57.7601885310852,30.5177215184238,72.5267861865378
"2783",8327,"Pacific madrone",415,27.8149256990114,"ArbuMenz",57.9608889734418,30.5277001927338,72.8367641164483
"2784",8427,"Pacific madrone",420,28.0250488397018,"ArbuMenz",58.1538889483676,30.5372447155872,73.1364809983861
"2785",8527,"Pacific madrone",425,28.2342444837485,"ArbuMenz",58.339376974066,30.5463786642796,73.4261674760048
"2786",8627,"Pacific madrone",430,28.4425275656068,"ArbuMenz",58.5175368209762,30.5551240896513,73.7060490630413
"2787",8727,"Pacific madrone",435,28.6499126087521,"ArbuMenz",58.6885476298578,30.5635016302897,73.9763462385417
"2788",8827,"Pacific madrone",440,28.856413741574,"ArbuMenz",58.852584027973,30.5715306170774,74.2372745428787
"2789",8927,"Pacific madrone",445,29.062044712483,"ArbuMenz",59.0098162432598,30.5792291689952,74.4890446742288
"2790",9027,"Pacific madrone",450,29.2668189042763,"ArbuMenz",59.1604102164036,30.5866142809911,74.731862585212
"2791",9133,"Pacific madrone",455,29.4707493478072,"ArbuMenz",59.3045277107421,30.5937019046449,74.9659295794353
"2792",9229,"Pacific madrone",460,29.6738487349991,"ArbuMenz",59.4423264199452,30.6005070222867,75.1914424077085
"2793",9327,"Pacific madrone",465,29.8761294312425,"ArbuMenz",59.5739600734314,30.6070437151584,75.4085933637368
"2794",9427,"Pacific madrone",470,30.0776034872103,"ArbuMenz",59.6995785394952,30.6133252261506,75.6175703791088
"2795",9527,"Pacific madrone",475,30.2782826501242,"ArbuMenz",59.8193279261256,30.6193640175967,75.8185571174316
"2796",9627,"Pacific madrone",480,30.4781783745045,"ArbuMenz",59.9333506795117,30.6251718245556,76.0117330674792
"2797",9727,"Pacific madrone",485,30.6773018324306,"ArbuMenz",60.0417856802346,30.6307597039758,76.1972736352405
"2798",9827,"Pacific madrone",490,30.87566392334,"ArbuMenz",60.1447683371555,30.636138080096,76.3753502347686
"2799",9927,"Pacific madrone",495,31.0732752833911,"ArbuMenz",60.2424306790136,30.6413167864008,76.5461303777484
"2800",10027,"Pacific madrone",500,31.2701462944138,"ArbuMenz",60.3349014437539,30.6463051044258,76.7097777617137
"2801",1134,"giant chinkapin, golden chinkapin",5,10.1,"ChryChry",NA,NA,NA
"2802",2134,"giant chinkapin, golden chinkapin",10,10.1,"ChryChry",NA,NA,NA
"2803",3134,"giant chinkapin, golden chinkapin",15,10.1,"ChryChry",NA,NA,NA
"2804",4134,"giant chinkapin, golden chinkapin",20,10.1,"ChryChry",NA,NA,NA
"2805",5134,"giant chinkapin, golden chinkapin",25,10.1,"ChryChry",NA,NA,NA
"2806",6134,"giant chinkapin, golden chinkapin",30,10.1,"ChryChry",NA,NA,NA
"2807",7134,"giant chinkapin, golden chinkapin",35,10.1,"ChryChry",NA,NA,NA
"2808",8134,"giant chinkapin, golden chinkapin",40,10.1,"ChryChry",NA,NA,NA
"2809",9134,"giant chinkapin, golden chinkapin",45,10.1,"ChryChry",NA,NA,NA
"2810",1028,"giant chinkapin, golden chinkapin",50,10.1,"ChryChry",NA,NA,NA
"2811",1135,"giant chinkapin, golden chinkapin",55,10.1,"ChryChry",NA,NA,NA
"2812",1230,"giant chinkapin, golden chinkapin",60,10.1,"ChryChry",NA,NA,NA
"2813",1328,"giant chinkapin, golden chinkapin",65,10.1,"ChryChry",NA,NA,NA
"2814",1428,"giant chinkapin, golden chinkapin",70,10.1,"ChryChry",NA,NA,NA
"2815",1528,"giant chinkapin, golden chinkapin",75,10.1,"ChryChry",NA,NA,NA
"2816",1628,"giant chinkapin, golden chinkapin",80,10.1,"ChryChry",NA,NA,NA
"2817",1728,"giant chinkapin, golden chinkapin",85,10.1,"ChryChry",NA,NA,NA
"2818",1828,"giant chinkapin, golden chinkapin",90,10.1,"ChryChry",NA,NA,NA
"2819",1928,"giant chinkapin, golden chinkapin",95,10.1,"ChryChry",NA,NA,NA
"2820",2028,"giant chinkapin, golden chinkapin",100,10.1,"ChryChry",NA,NA,NA
"2821",2135,"giant chinkapin, golden chinkapin",105,10.1,"ChryChry",NA,NA,NA
"2822",2230,"giant chinkapin, golden chinkapin",110,10.1,"ChryChry",NA,NA,NA
"2823",2328,"giant chinkapin, golden chinkapin",115,10.1,"ChryChry",NA,NA,NA
"2824",2428,"giant chinkapin, golden chinkapin",120,10.1,"ChryChry",NA,NA,NA
"2825",2528,"giant chinkapin, golden chinkapin",125,10.1,"ChryChry",NA,NA,NA
"2826",2628,"giant chinkapin, golden chinkapin",130,10.1,"ChryChry",NA,NA,NA
"2827",2728,"giant chinkapin, golden chinkapin",135,10.1,"ChryChry",NA,NA,NA
"2828",2828,"giant chinkapin, golden chinkapin",140,10.1,"ChryChry",NA,NA,NA
"2829",2928,"giant chinkapin, golden chinkapin",145,10.1,"ChryChry",NA,NA,NA
"2830",3028,"giant chinkapin, golden chinkapin",150,10.1,"ChryChry",NA,NA,NA
"2831",3135,"giant chinkapin, golden chinkapin",155,10.1,"ChryChry",NA,NA,NA
"2832",3230,"giant chinkapin, golden chinkapin",160,10.1,"ChryChry",NA,NA,NA
"2833",3328,"giant chinkapin, golden chinkapin",165,10.1,"ChryChry",NA,NA,NA
"2834",3428,"giant chinkapin, golden chinkapin",170,10.1,"ChryChry",NA,NA,NA
"2835",3528,"giant chinkapin, golden chinkapin",175,10.1,"ChryChry",NA,NA,NA
"2836",3628,"giant chinkapin, golden chinkapin",180,10.1,"ChryChry",NA,NA,NA
"2837",3728,"giant chinkapin, golden chinkapin",185,10.1,"ChryChry",NA,NA,NA
"2838",3828,"giant chinkapin, golden chinkapin",190,10.1,"ChryChry",NA,NA,NA
"2839",3928,"giant chinkapin, golden chinkapin",195,10.1,"ChryChry",NA,NA,NA
"2840",4028,"giant chinkapin, golden chinkapin",200,10.1,"ChryChry",NA,NA,NA
"2841",4135,"giant chinkapin, golden chinkapin",205,10.1,"ChryChry",NA,NA,NA
"2842",4230,"giant chinkapin, golden chinkapin",210,10.1,"ChryChry",NA,NA,NA
"2843",4328,"giant chinkapin, golden chinkapin",215,10.1,"ChryChry",NA,NA,NA
"2844",4428,"giant chinkapin, golden chinkapin",220,10.1,"ChryChry",NA,NA,NA
"2845",4528,"giant chinkapin, golden chinkapin",225,10.1,"ChryChry",NA,NA,NA
"2846",4628,"giant chinkapin, golden chinkapin",230,10.1,"ChryChry",NA,NA,NA
"2847",4728,"giant chinkapin, golden chinkapin",235,10.1,"ChryChry",NA,NA,NA
"2848",4828,"giant chinkapin, golden chinkapin",240,10.1,"ChryChry",NA,NA,NA
"2849",4928,"giant chinkapin, golden chinkapin",245,10.1,"ChryChry",NA,NA,NA
"2850",5028,"giant chinkapin, golden chinkapin",250,10.1,"ChryChry",NA,NA,NA
"2851",5135,"giant chinkapin, golden chinkapin",255,10.1,"ChryChry",NA,NA,NA
"2852",5230,"giant chinkapin, golden chinkapin",260,10.1,"ChryChry",NA,NA,NA
"2853",5328,"giant chinkapin, golden chinkapin",265,10.1,"ChryChry",NA,NA,NA
"2854",5428,"giant chinkapin, golden chinkapin",270,10.1,"ChryChry",NA,NA,NA
"2855",5528,"giant chinkapin, golden chinkapin",275,10.1,"ChryChry",NA,NA,NA
"2856",5628,"giant chinkapin, golden chinkapin",280,10.1,"ChryChry",NA,NA,NA
"2857",5728,"giant chinkapin, golden chinkapin",285,10.1,"ChryChry",NA,NA,NA
"2858",5828,"giant chinkapin, golden chinkapin",290,10.1,"ChryChry",NA,NA,NA
"2859",5928,"giant chinkapin, golden chinkapin",295,10.1,"ChryChry",NA,NA,NA
"2860",6028,"giant chinkapin, golden chinkapin",300,10.1,"ChryChry",NA,NA,NA
"2861",6135,"giant chinkapin, golden chinkapin",305,10.1,"ChryChry",NA,NA,NA
"2862",6230,"giant chinkapin, golden chinkapin",310,10.1,"ChryChry",NA,NA,NA
"2863",6328,"giant chinkapin, golden chinkapin",315,10.1,"ChryChry",NA,NA,NA
"2864",6428,"giant chinkapin, golden chinkapin",320,10.1,"ChryChry",NA,NA,NA
"2865",6528,"giant chinkapin, golden chinkapin",325,10.1,"ChryChry",NA,NA,NA
"2866",6628,"giant chinkapin, golden chinkapin",330,10.1,"ChryChry",NA,NA,NA
"2867",6728,"giant chinkapin, golden chinkapin",335,10.1,"ChryChry",NA,NA,NA
"2868",6828,"giant chinkapin, golden chinkapin",340,10.1,"ChryChry",NA,NA,NA
"2869",6928,"giant chinkapin, golden chinkapin",345,10.1,"ChryChry",NA,NA,NA
"2870",7028,"giant chinkapin, golden chinkapin",350,10.1,"ChryChry",NA,NA,NA
"2871",7135,"giant chinkapin, golden chinkapin",355,10.1,"ChryChry",NA,NA,NA
"2872",7230,"giant chinkapin, golden chinkapin",360,10.1,"ChryChry",NA,NA,NA
"2873",7328,"giant chinkapin, golden chinkapin",365,10.1,"ChryChry",NA,NA,NA
"2874",7428,"giant chinkapin, golden chinkapin",370,10.1,"ChryChry",NA,NA,NA
"2875",7528,"giant chinkapin, golden chinkapin",375,10.1,"ChryChry",NA,NA,NA
"2876",7628,"giant chinkapin, golden chinkapin",380,10.1,"ChryChry",NA,NA,NA
"2877",7728,"giant chinkapin, golden chinkapin",385,10.1,"ChryChry",NA,NA,NA
"2878",7828,"giant chinkapin, golden chinkapin",390,10.1,"ChryChry",NA,NA,NA
"2879",7928,"giant chinkapin, golden chinkapin",395,10.1,"ChryChry",NA,NA,NA
"2880",8028,"giant chinkapin, golden chinkapin",400,10.1,"ChryChry",NA,NA,NA
"2881",8135,"giant chinkapin, golden chinkapin",405,10.1,"ChryChry",NA,NA,NA
"2882",8230,"giant chinkapin, golden chinkapin",410,10.1,"ChryChry",NA,NA,NA
"2883",8328,"giant chinkapin, golden chinkapin",415,10.1,"ChryChry",NA,NA,NA
"2884",8428,"giant chinkapin, golden chinkapin",420,10.1,"ChryChry",NA,NA,NA
"2885",8528,"giant chinkapin, golden chinkapin",425,10.1,"ChryChry",NA,NA,NA
"2886",8628,"giant chinkapin, golden chinkapin",430,10.1,"ChryChry",NA,NA,NA
"2887",8728,"giant chinkapin, golden chinkapin",435,10.1,"ChryChry",NA,NA,NA
"2888",8828,"giant chinkapin, golden chinkapin",440,10.1,"ChryChry",NA,NA,NA
"2889",8928,"giant chinkapin, golden chinkapin",445,10.1,"ChryChry",NA,NA,NA
"2890",9028,"giant chinkapin, golden chinkapin",450,10.1,"ChryChry",NA,NA,NA
"2891",9135,"giant chinkapin, golden chinkapin",455,10.1,"ChryChry",NA,NA,NA
"2892",9230,"giant chinkapin, golden chinkapin",460,10.1,"ChryChry",NA,NA,NA
"2893",9328,"giant chinkapin, golden chinkapin",465,10.1,"ChryChry",NA,NA,NA
"2894",9428,"giant chinkapin, golden chinkapin",470,10.1,"ChryChry",NA,NA,NA
"2895",9528,"giant chinkapin, golden chinkapin",475,10.1,"ChryChry",NA,NA,NA
"2896",9628,"giant chinkapin, golden chinkapin",480,10.1,"ChryChry",NA,NA,NA
"2897",9728,"giant chinkapin, golden chinkapin",485,10.1,"ChryChry",NA,NA,NA
"2898",9828,"giant chinkapin, golden chinkapin",490,10.1,"ChryChry",NA,NA,NA
"2899",9928,"giant chinkapin, golden chinkapin",495,10.1,"ChryChry",NA,NA,NA
"2900",10028,"giant chinkapin, golden chinkapin",500,10.1,"ChryChry",NA,NA,NA
"2901",1136,"tanoak",5,0.0307408080708124,"LithDens",0.0400582853057276,1.13326907025292,0.0103099744387527
"2902",2136,"tanoak",10,0.147531399495839,"LithDens",0.203767183577912,1.15997024484504,0.107049165781277
"2903",3136,"tanoak",15,0.36926903437927,"LithDens",0.501428800139067,1.23358417793126,0.35657634579482
"2904",4136,"tanoak",20,0.708033236701628,"LithDens",0.928449606751881,1.38159299773817,0.777527602504319
"2905",5136,"tanoak",25,1.1731164973499,"LithDens",1.47779137587787,1.63780714990875,1.36431959761271
"2906",6136,"tanoak",30,1.77219731202112,"LithDens",2.14220856943167,2.04361179462681,2.10137167170605
"2907",7136,"tanoak",35,2.51188028560934,"LithDens",2.91483805491142,2.64464470922537,2.96980720709255
"2908",8136,"tanoak",40,3.39799572150282,"LithDens",3.78934927171777,3.48104660438153,3.95052826622326
"2909",9136,"tanoak",45,4.43578514388074,"LithDens",4.75995472011718,4.57349661337529,5.02557498149628
"2910",1029,"tanoak",50,5.63002502169143,"LithDens",5.82137446910892,5.91186062411963,6.17866194011177
"2911",1137,"tanoak",55,6.9851138315383,"LithDens",6.96878767907626,7.45340901615222,7.39531750322361
"2912",1231,"tanoak",60,8.50513587746199,"LithDens",8.19778334631384,9.13191071672001,8.66283507390153
"2913",1329,"tanoak",65,10.193909603538,"LithDens",9.50431466419215,10.8725600915316,9.97014093882706
"2914",1429,"tanoak",70,12.0550251329864,"LithDens",10.884658306948,12.6058954336958,11.3076314441622
"2915",1529,"tanoak",75,14.0918740715244,"LithDens",12.3353787096464,14.2765226134554,12.667005836112
"2916",1629,"tanoak",80,16.3076736017933,"LithDens",13.8532969513969,15.8461086751681,14.0411073957813
"2917",1729,"tanoak",85,18.7054862659106,"LithDens",15.4354637056989,17.2922804714354,15.4237783438781
"2918",1829,"tanoak",90,21.2882364260597,"LithDens",17.0791357136339,18.6054909615131,16.8097302759937
"2919",1929,"tanoak",95,24.0587241213805,"LithDens",18.7817552802834,19.7854070868722,18.1944300075007
"2920",2029,"tanoak",100,27.0196368531824,"LithDens",20.5409323560154,20.837676492631,19.5739998093364
"2921",2137,"tanoak",105,30.1735596997524,"LithDens",22.3544288265542,21.7713978322479,20.9451306450117
"2922",2231,"tanoak",110,33.5229840683025,"LithDens",24.2201446927705,22.5973138088821,22.3050069259457
"2923",2329,"tanoak",115,37.0703153231532,"LithDens",26.1361058708965,23.3266122833976,23.6512413499602
"2924",2429,"tanoak",120,40.8178794784388,"LithDens",28.1004533862677,23.9701866551439,24.9818185014686
"2925",2529,"tanoak",125,44.7679291053241,"LithDens",30.1114337693302,24.5382191447718,26.2950460308048
"2926",2629,"tanoak",130,48.9226485744848,"LithDens",32.1673904924259,25.0399788028514,27.5895123726715
"2927",2729,"tanoak",135,53.2841587319884,"LithDens",34.2667563106773,25.4837552038999,28.864050098955
"2928",2829,"tanoak",140,57.8545210890413,"LithDens",36.4080463909418,25.8768731751392,30.1177041242221
"2929",2929,"tanoak",145,62.6357415921087,"LithDens",38.5898521300308,26.2257523416029,31.3497040914222
"2930",3029,"tanoak",150,67.6297740287795,"LithDens",40.8108355777695,26.5359883688769,32.5594403607158
"2931",3137,"tanoak",155,72.8385231158085,"LithDens",43.0697243925164,26.8124417103813,33.7464431068574
"2932",3231,"tanoak",160,78.2638473084985,"LithDens",45.3653072668784,27.0593255536973,34.9103641014568
"2933",3329,"tanoak",165,83.9075613646765,"LithDens",47.6964297698798,27.2802884359414,36.050960817114
"2934",3429,"tanoak",170,89.7714386916262,"LithDens",50.0619905590438,27.4784893517312,37.1680825422221
"2935",3529,"tanoak",175,95.8572135003225,"LithDens",52.460937921958,27.6566645970609,38.2616582393897
"2936",3629,"tanoak",180,102.166582787942,"LithDens",54.8922666120891,27.8171864120312,39.3316859180711
"2937",3729,"tanoak",185,108.701208166814,"LithDens",57.3550149480506,27.9621139273605,40.3782233240653
"2938",3829,"tanoak",190,115.462717555614,"LithDens",59.8482621493263,28.0932371294925,41.401379775897
"2939",3929,"tanoak",195,122.452706746579,"LithDens",62.3711258847162,28.2121146305702,42.4013090014371
"2940",4029,"tanoak",200,129.672740860842,"LithDens",64.9227600125851,28.3201060218793,43.3782028480674
"2941",4137,"tanoak",205,137.124355702511,"LithDens",67.5023524944241,28.4183995394755,44.3322857567581
"2942",4231,"tanoak",210,144.809059020877,"LithDens",70.1091234653433,28.5080357010749,45.2638099050463
"2943",4329,"tanoak",215,152.728331689047,"LithDens",72.7423234469455,28.5899274972152,46.1730509364465
"2944",4429,"tanoak",220,160.8836288064,"LithDens",75.4012316896275,28.6648776447075,47.0603042046041
"2945",4529,"tanoak",225,169.276380731412,"LithDens",78.0851546327516,28.7335933404943,47.9258814697743
"2946",4629,"tanoak",230,177.907994050734,"LithDens",80.7934244723516,28.7966988910199,48.7701079932118
"2947",4729,"tanoak",235,186.779852489772,"LithDens",83.5253978271107,28.8547465366705,49.5933199819514
"2948",4829,"tanoak",240,195.89331776949,"LithDens",86.2804544942981,28.9082257425975,50.3958623424374
"2949",4929,"tanoak",245,205.249730413678,"LithDens",89.0579962881793,28.9575711857685,51.1780867066229
"2950",5029,"tanoak",250,214.850410510514,"LithDens",91.8574459541595,29.0031696327144,51.9403496986494
"2951",5137,"tanoak",255,224.696658431886,"LithDens",94.6782461525682,29.0453658724048,52.6830114141114
"2952",5231,"tanoak",260,234.78975551361,"LithDens",97.5198585065782,29.0844678432817,53.406434087299
"2953",5329,"tanoak",265,245.130964699378,"LithDens",100.381762709265,29.1207510720435,54.1109809247679
"2954",5429,"tanoak",270,255.721531151049,"LithDens",103.26345568528,29.1544625237069,54.7970150861625
"2955",5529,"tanoak",275,266.562682827616,"LithDens",106.164450803014,29.1858239472603,55.4648987954675
"2956",5629,"tanoak",280,277.655631035018,"LithDens",109.084277133505,29.215034788422,56.1149925678371
"2957",5729,"tanoak",285,289.001570948771,"LithDens",112.022478752671,29.2422747302288,56.7476545388764
"2958",5829,"tanoak",290,300.601682111192,"LithDens",114.978614083742,29.2677059131001,57.3632398847617
"2959",5929,"tanoak",295,312.457128904915,"LithDens",117.95225527704,29.2914748783647,57.9621003229214
"2960",6029,"tanoak",300,324.569061004177,"LithDens",120.942987624491,29.3137142727688,58.5445836841648
"2961",6137,"tanoak",305,336.938613805299,"LithDens",123.950409006473,29.3345443460293,59.1110335481792
"2962",6231,"tanoak",310,349.566908837645,"LithDens",126.974129368799,29.3540742688698,59.6617889352222
"2963",6329,"tanoak",315,362.455054156238,"LithDens",130.013770227807,29.3724032950636,60.1971840476394
"2964",6429,"tanoak",320,375.604144717146,"LithDens",133.068964201712,29.3896217876884,60.7175480555427
"2965",6529,"tanoak",325,389.015262736652,"LithDens",136.139354566482,29.4058121269713,61.2232049216143
"2966",6629,"tanoak",330,402.689478035135,"LithDens",139.224594834675,29.4210495147019,61.7144732605523
"2967",6729,"tanoak",335,416.627848366565,"LithDens",142.324348355767,29.4354026881431,62.1916662291678
"2968",6829,"tanoak",340,430.831419734391,"LithDens",145.438287936624,29.4489345546193,62.655091443576
"2969",6929,"tanoak",345,445.301226694596,"LithDens",148.566095480861,29.4617027564669,63.1050509203141
"2970",7029,"tanoak",350,460.038292646621,"LithDens",151.70746164595,29.4737601747491,63.5418410385591
"2971",7137,"tanoak",355,475.043630112803,"LithDens",154.862085516973,29.4851553790372,63.9657525209252
"2972",7231,"tanoak",360,490.318241006935,"LithDens",158.029674296057,29.4959330296175,64.3770704305935
"2973",7329,"tanoak",365,505.863116892541,"LithDens",161.209943006536,29.5061342376642,64.7760741827675
"2974",7429,"tanoak",370,521.679239231358,"LithDens",164.402614211009,29.5157968882221,65.1630375686633
"2975",7529,"tanoak",375,537.767579622567,"LithDens",167.607417742457,29.524955930231,65.5382287904367
"2976",7629,"tanoak",380,554.129100033199,"LithDens",170.824090447715,29.5336436373044,65.9019105056219
"2977",7729,"tanoak",385,570.764753020186,"LithDens",174.052375942564,29.5418898425156,66.2543398798073
"2978",7829,"tanoak",390,587.675481944446,"LithDens",177.292024377824,29.5497221500523,66.5957686464134
"2979",7929,"tanoak",395,604.862221177389,"LithDens",180.542792215824,29.5571661262577,66.9264431725586
"2980",8029,"tanoak",400,622.325896300218,"LithDens",183.80444201669,29.5642454722752,67.2466045301094
"2981",8137,"tanoak",405,640.067424296342,"LithDens",187.076742233922,29.570982180257,67.5564885711089
"2982",8231,"tanoak",410,658.087713737257,"LithDens",190.35946701876,29.5773966748644,67.8563260068642
"2983",8329,"tanoak",415,676.387664962141,"LithDens",193.652396032879,29.5835079415951,68.1463424900548
"2984",8429,"tanoak",420,694.968170251514,"LithDens",196.955314268975,29.5893336432907,68.4267586992912
"2985",8529,"tanoak",425,713.830113995173,"LithDens",200.268011878839,29.5948902260336,68.697790425618
"2986",8629,"tanoak",430,732.97437285468,"LithDens",203.590284008521,29.6001930154999,68.959648660511
"2987",8729,"tanoak",435,752.401815920653,"LithDens",206.921930640249,29.6052563047231,69.2125396849708
"2988",8829,"tanoak",440,772.113304865054,"LithDens",210.26275644074,29.6100934341161,69.4566651593572
"2989",8929,"tanoak",445,792.109694088721,"LithDens",213.612570615603,29.6147168645085,69.6922222136536
"2990",9029,"tanoak",450,812.391830864312,"LithDens",216.97118676952,29.6191382438749,69.9194035378833
"2991",9137,"tanoak",455,832.960555474892,"LithDens",220.338422771937,29.6233684683586,70.1383974724361
"2992",9231,"tanoak",460,853.816701348298,"LithDens",223.714100627989,29.6274177381315,70.3493880980883
"2993",9329,"tanoak",465,874.961095187499,"LithDens",227.098046354415,29.6312956085752,70.5525553255325
"2994",9429,"tanoak",470,896.394557097085,"LithDens",230.490089860222,29.6350110372173,70.7480749842494
"2995",9529,"tanoak",475,918.117900706037,"LithDens",233.89006483188,29.6385724268147,70.9361189105804
"2996",9629,"tanoak",480,940.131933286951,"LithDens",237.297808622832,29.6419876649346,71.116855034878
"2997",9729,"tanoak",485,962.437455871834,"LithDens",240.713162147128,29.6452641603487,71.290447467626
"2998",9829,"tanoak",490,985.035263364607,"LithDens",244.13596977698,29.6484088765264,71.4570565844382
"2999",9929,"tanoak",495,1007.92614465045,"LithDens",247.566079244087,29.6514283624833,71.616839109859
"3000",10029,"tanoak",500,1031.11088270211,"LithDens",251.003341544526,29.6543287812175,71.7699481998986
"3001",1138,"quaking aspen",5,0.0340276622242707,"PopuTrem",0.00806787208129821,1.02660311678355,0.0160222450591424
"3002",2138,"quaking aspen",10,0.130079049263733,"PopuTrem",0.135838242198965,1.05762265134168,0.166360060125608
"3003",3138,"quaking aspen",15,0.285019800214092,"PopuTrem",0.53911115120011,1.16940990523116,0.554138482937818
"3004",4138,"quaking aspen",20,0.497258934388032,"PopuTrem",1.26856463138014,1.4439085893524,1.20831897902152
"3005",5138,"quaking aspen",25,0.765712164845522,"PopuTrem",2.29725822368482,2.00379747377308,2.12022474563826
"3006",6138,"quaking aspen",30,1.08955779532641,"PopuTrem",3.56643690373776,3.00208021263341,3.26564261477328
"3007",7138,"quaking aspen",35,1.46813540539653,"PopuTrem",5.01102841704536,4.5490849452635,4.61523732508891
"3008",8138,"quaking aspen",40,1.9008937198441,"PopuTrem",6.57098749911723,6.60756037142801,6.13932967249486
"3009",9138,"quaking aspen",45,2.38736020061166,"PopuTrem",8.1953504854554,8.97402854882855,7.81000907373442
"3010",1030,"quaking aspen",50,2.92712175630265,"PopuTrem",9.84290099360673,11.3814193702707,9.60196713679181
"3011",1139,"quaking aspen",55,3.51981173959858,"PopuTrem",11.4814039690494,13.616076655912,11.4927141702156
"3012",1232,"quaking aspen",60,4.16510077006874,"PopuTrem",13.0863421646463,15.563581164605,13.4625034509568
"3013",1330,"quaking aspen",65,4.86269001794019,"PopuTrem",14.6395806948545,17.1934403088293,15.4941258433809
"3014",1430,"quaking aspen",70,5.61230614274148,"PopuTrem",16.1281386082099,18.5248613620866,17.5726567619647
"3015",1530,"quaking aspen",75,6.41369738559663,"PopuTrem",17.5431292950926,19.5984544995433,19.685196396697
"3016",1630,"quaking aspen",80,7.26663049018852,"PopuTrem",18.8788779879335,20.4593556712025,21.8206228282523
"3017",1730,"quaking aspen",85,8.17088823419315,"PopuTrem",20.1322019806207,21.149198496971,23.9693665422322
"3018",1830,"quaking aspen",90,9.12626742027959,"PopuTrem",21.3018313596792,21.7032592595895,26.1232090787453
"3019",1930,"quaking aspen",95,10.13257721962,"PopuTrem",22.387947028628,22.1501409001407,28.275105629346
"3020",2030,"quaking aspen",100,11.189637790264,"PopuTrem",23.391814700808,22.5124983833734,30.4190299981709
"3021",2139,"quaking aspen",105,12.2972791129592,"PopuTrem",24.3154964418832,22.8080636445871,32.5498397676659
"3022",2232,"quaking aspen",110,13.4553400012223,"PopuTrem",25.1616243801815,23.0506462480809,34.6631593643996
"3023",2330,"quaking aspen",115,14.6636672526644,"PopuTrem",25.9332239928229,23.250993017803,36.7552787946416
"3024",2430,"quaking aspen",120,15.9221149160151,"PopuTrem",26.6335767852531,23.4174833631816,38.8230659960754
"3025",2530,"quaking aspen",125,17.2305436538105,"PopuTrem",27.2661141935877,23.5566742953454,40.8638909678959
"3026",2630,"quaking aspen",130,18.5888201848537,"PopuTrem",27.8343361851989,23.6737205529112,42.8755600630434
"3027",2730,"quaking aspen",135,19.9968167937224,"PopuTrem",28.3417493630421,23.7726957767085,44.8562590365423
"3028",2830,"quaking aspen",140,21.4544108970291,"PopuTrem",28.7918204456438,23.8568372481174,46.8045036351623
"3029",2930,"quaking aspen",145,22.9614846580406,"PopuTrem",29.1879418455789,23.9287323764458,48.7190966833408
"3030",3030,"quaking aspen",150,24.5179246427524,"PopuTrem",29.5334067462684,23.9904610876708,50.599090768554
"3031",3139,"quaking aspen",155,26.1236215117067,"PopuTrem",29.8313916147019,24.04370490767,52.4437557575448
"3032",3232,"quaking aspen",160,27.778469742784,"PopuTrem",30.0849445145735,24.0898308826601,54.2525504849939
"3033",3330,"quaking aspen",165,29.4823673809728,"PopuTrem",30.2969779231294,24.1299564482996,56.0250980505069
"3034",3430,"quaking aspen",170,31.2352158117395,"PopuTrem",30.4702650240029,24.1649998269638,57.761164240283
"3035",3530,"quaking aspen",175,33.036919555135,"PopuTrem",30.6074386619551,24.1957193871597,59.4606386584622
"3036",3630,"quaking aspen",180,34.8873860781953,"PopuTrem",30.710992315227,24.222744545825,61.1235182116314
"3037",3730,"quaking aspen",185,36.7865256235377,"PopuTrem",30.7832825762386,24.246600159351,62.7498926398135
"3038",3830,"quaking aspen",190,38.7342510523519,"PopuTrem",30.8265327388109,24.2677258762574,64.3399318297724
"3039",3930,"quaking aspen",195,40.7304777002228,"PopuTrem",30.8428371756274,24.2864915713619,65.8938746827422
