"","X","curr_name","TOTAGE","preds1","species_code","preds_lm","preds_nls","preds_mixed"
"958",589,"knobcone pine",290,32.879485412314,"PinuAtte",NA,NA,NA
"959",599,"knobcone pine",295,33.3341023337346,"PinuAtte",NA,NA,NA
"960",609,"knobcone pine",300,33.7872060928804,"PinuAtte",NA,NA,NA
"961",6113,"knobcone pine",305,34.2388268230359,"PinuAtte",NA,NA,NA
"962",6211,"knobcone pine",310,34.6889935739492,"PinuAtte",NA,NA,NA
"963",639,"knobcone pine",315,35.1377343676189,"PinuAtte",NA,NA,NA
"964",649,"knobcone pine",320,35.5850762503709,"PinuAtte",NA,NA,NA
"965",659,"knobcone pine",325,36.0310453415245,"PinuAtte",NA,NA,NA
"966",669,"knobcone pine",330,36.4756668789207,"PinuAtte",NA,NA,NA
"967",679,"knobcone pine",335,36.9189652615586,"PinuAtte",NA,NA,NA
"968",689,"knobcone pine",340,37.3609640895661,"PinuAtte",NA,NA,NA
"969",699,"knobcone pine",345,37.8016862017052,"PinuAtte",NA,NA,NA
"970",709,"knobcone pine",350,38.2411537106001,"PinuAtte",NA,NA,NA
"971",7113,"knobcone pine",355,38.679388035856,"PinuAtte",NA,NA,NA
"972",7211,"knobcone pine",360,39.1164099352216,"PinuAtte",NA,NA,NA
"973",739,"knobcone pine",365,39.5522395339386,"PinuAtte",NA,NA,NA
"974",749,"knobcone pine",370,39.9868963524052,"PinuAtte",NA,NA,NA
"975",759,"knobcone pine",375,40.4203993322733,"PinuAtte",NA,NA,NA
"976",769,"knobcone pine",380,40.8527668610862,"PinuAtte",NA,NA,NA
"977",779,"knobcone pine",385,41.284016795558,"PinuAtte",NA,NA,NA
"978",789,"knobcone pine",390,41.7141664835857,"PinuAtte",NA,NA,NA
"979",799,"knobcone pine",395,42.1432327850779,"PinuAtte",NA,NA,NA
"980",809,"knobcone pine",400,42.5712320916786,"PinuAtte",NA,NA,NA
"981",8113,"knobcone pine",405,42.9981803454574,"PinuAtte",NA,NA,NA
"982",8211,"knobcone pine",410,43.4240930566323,"PinuAtte",NA,NA,NA
"983",839,"knobcone pine",415,43.8489853203861,"PinuAtte",NA,NA,NA
"984",849,"knobcone pine",420,44.2728718328345,"PinuAtte",NA,NA,NA
"985",859,"knobcone pine",425,44.695766906196,"PinuAtte",NA,NA,NA
"986",869,"knobcone pine",430,45.1176844832144,"PinuAtte",NA,NA,NA
"987",879,"knobcone pine",435,45.5386381508781,"PinuAtte",NA,NA,NA
"988",889,"knobcone pine",440,45.9586411534778,"PinuAtte",NA,NA,NA
"989",899,"knobcone pine",445,46.377706405043,"PinuAtte",NA,NA,NA
"990",909,"knobcone pine",450,46.7958465011918,"PinuAtte",NA,NA,NA
"991",9113,"knobcone pine",455,47.2130737304291,"PinuAtte",NA,NA,NA
"992",9211,"knobcone pine",460,47.6294000849244,"PinuAtte",NA,NA,NA
"993",939,"knobcone pine",465,48.0448372707981,"PinuAtte",NA,NA,NA
"994",949,"knobcone pine",470,48.4593967179442,"PinuAtte",NA,NA,NA
"995",959,"knobcone pine",475,48.8730895894149,"PinuAtte",NA,NA,NA
"996",969,"knobcone pine",480,49.2859267903912,"PinuAtte",NA,NA,NA
"997",979,"knobcone pine",485,49.6979189767615,"PinuAtte",NA,NA,NA
"998",989,"knobcone pine",490,50.1090765633291,"PinuAtte",NA,NA,NA
"999",999,"knobcone pine",495,50.5194097316693,"PinuAtte",NA,NA,NA
"1000",1009,"knobcone pine",500,50.9289284376531,"PinuAtte",NA,NA,NA
"1001",140,"foxtail pine",5,0.953761049804354,"PinuBalf",NA,NA,NA
"1002",240,"foxtail pine",10,1.58996303630425,"PinuBalf",NA,NA,NA
"1003",340,"foxtail pine",15,2.1439663294798,"PinuBalf",NA,NA,NA
"1004",440,"foxtail pine",20,2.65054067508042,"PinuBalf",NA,NA,NA
"1005",540,"foxtail pine",25,3.12453642222342,"PinuBalf",NA,NA,NA
"1006",640,"foxtail pine",30,3.5740893546167,"PinuBalf",NA,NA,NA
"1007",740,"foxtail pine",35,4.00428366738954,"PinuBalf",NA,NA,NA
"1008",840,"foxtail pine",40,4.41857182201271,"PinuBalf",NA,NA,NA
"1009",940,"foxtail pine",45,4.8194373453246,"PinuBalf",NA,NA,NA
"1010",1010,"foxtail pine",50,5.20874428447319,"PinuBalf",NA,NA,NA
"1011",1114,"foxtail pine",55,5.58793817903266,"PinuBalf",NA,NA,NA
"1012",1212,"foxtail pine",60,5.95816946336272,"PinuBalf",NA,NA,NA
"1013",1310,"foxtail pine",65,6.3203732270101,"PinuBalf",NA,NA,NA
"1014",1410,"foxtail pine",70,6.67532294313361,"PinuBalf",NA,NA,NA
"1015",1510,"foxtail pine",75,7.02366791541179,"PinuBalf",NA,NA,NA
"1016",1610,"foxtail pine",80,7.36596013403657,"PinuBalf",NA,NA,NA
"1017",1710,"foxtail pine",85,7.70267401069463,"PinuBalf",NA,NA,NA
"1018",1810,"foxtail pine",90,8.03422118823396,"PinuBalf",NA,NA,NA
"1019",1910,"foxtail pine",95,8.36096185930204,"PinuBalf",NA,NA,NA
"1020",2010,"foxtail pine",100,8.68321355707727,"PinuBalf",NA,NA,NA
"1021",2114,"foxtail pine",105,9.00125808065881,"PinuBalf",NA,NA,NA
"1022",2212,"foxtail pine",110,9.31534702076347,"PinuBalf",NA,NA,NA
"1023",2310,"foxtail pine",115,9.62570621927517,"PinuBalf",NA,NA,NA
"1024",2410,"foxtail pine",120,9.93253940567896,"PinuBalf",NA,NA,NA
"1025",2510,"foxtail pine",125,10.2360311902057,"PinuBalf",NA,NA,NA
"1026",2610,"foxtail pine",130,10.5363495486154,"PinuBalf",NA,NA,NA
"1027",2710,"foxtail pine",135,10.833647901152,"PinuBalf",NA,NA,NA
"1028",2810,"foxtail pine",140,11.1280668644975,"PinuBalf",NA,NA,NA
"1029",2910,"foxtail pine",145,11.419735737977,"PinuBalf",NA,NA,NA
"1030",3010,"foxtail pine",150,11.7087737720802,"PinuBalf",NA,NA,NA
"1031",3114,"foxtail pine",155,11.9952912573609,"PinuBalf",NA,NA,NA
"1032",3212,"foxtail pine",160,12.2793904641118,"PinuBalf",NA,NA,NA
"1033",3310,"foxtail pine",165,12.561166457278,"PinuBalf",NA,NA,NA
"1034",3410,"foxtail pine",170,12.8407078064449,"PinuBalf",NA,NA,NA
"1035",3510,"foxtail pine",175,13.1180972070934,"PinuBalf",NA,NA,NA
"1036",3610,"foxtail pine",180,13.393412026424,"PinuBalf",NA,NA,NA
"1037",3710,"foxtail pine",185,13.6667247847459,"PinuBalf",NA,NA,NA
"1038",3810,"foxtail pine",190,13.9381035815699,"PinuBalf",NA,NA,NA
"1039",3910,"foxtail pine",195,14.2076124740415,"PinuBalf",NA,NA,NA
"1040",4010,"foxtail pine",200,14.4753118141288,"PinuBalf",NA,NA,NA
"1041",4114,"foxtail pine",205,14.7412585499761,"PinuBalf",NA,NA,NA
"1042",4212,"foxtail pine",210,15.005506496012,"PinuBalf",NA,NA,NA
"1043",4310,"foxtail pine",215,15.2681065757165,"PinuBalf",NA,NA,NA
"1044",4410,"foxtail pine",220,15.529107040384,"PinuBalf",NA,NA,NA
"1045",4510,"foxtail pine",225,15.7885536667485,"PinuBalf",NA,NA,NA
"1046",4610,"foxtail pine",230,16.0464899359341,"PinuBalf",NA,NA,NA
"1047",4710,"foxtail pine",235,16.3029571958642,"PinuBalf",NA,NA,NA
"1048",4810,"foxtail pine",240,16.557994808977,"PinuBalf",NA,NA,NA
"1049",4910,"foxtail pine",245,16.8116402868536,"PinuBalf",NA,NA,NA
"1050",5010,"foxtail pine",250,17.0639294131618,"PinuBalf",NA,NA,NA
"1051",5114,"foxtail pine",255,17.3148963561429,"PinuBalf",NA,NA,NA
"1052",5212,"foxtail pine",260,17.5645737717178,"PinuBalf",NA,NA,NA
"1053",5310,"foxtail pine",265,17.8129928981592,"PinuBalf",NA,NA,NA
"1054",5410,"foxtail pine",270,18.0601836431675,"PinuBalf",NA,NA,NA
"1055",5510,"foxtail pine",275,18.3061746640858,"PinuBalf",NA,NA,NA
"1056",5610,"foxtail pine",280,18.5509934419135,"PinuBalf",NA,NA,NA
"1057",5710,"foxtail pine",285,18.7946663496958,"PinuBalf",NA,NA,NA
"1058",5810,"foxtail pine",290,19.0372187158101,"PinuBalf",NA,NA,NA
"1059",5910,"foxtail pine",295,19.2786748826109,"PinuBalf",NA,NA,NA
"1060",6010,"foxtail pine",300,19.5190582608454,"PinuBalf",NA,NA,NA
"1061",6114,"foxtail pine",305,19.7583913802111,"PinuBalf",NA,NA,NA
"1062",6212,"foxtail pine",310,19.9966959363875,"PinuBalf",NA,NA,NA
"1063",6310,"foxtail pine",315,20.2339928348397,"PinuBalf",NA,NA,NA
"1064",6410,"foxtail pine",320,20.4703022316645,"PinuBalf",NA,NA,NA
"1065",6510,"foxtail pine",325,20.7056435717204,"PinuBalf",NA,NA,NA
"1066",6610,"foxtail pine",330,20.9400356242622,"PinuBalf",NA,NA,NA
"1067",6710,"foxtail pine",335,21.1734965162775,"PinuBalf",NA,NA,NA
"1068",6810,"foxtail pine",340,21.4060437637068,"PinuBalf",NA,NA,NA
"1069",6910,"foxtail pine",345,21.6376943007094,"PinuBalf",NA,NA,NA
"1070",7010,"foxtail pine",350,21.8684645071248,"PinuBalf",NA,NA,NA
"1071",7114,"foxtail pine",355,22.0983702342644,"PinuBalf",NA,NA,NA
"1072",7212,"foxtail pine",360,22.3274268291574,"PinuBalf",NA,NA,NA
"1073",7310,"foxtail pine",365,22.5556491573637,"PinuBalf",NA,NA,NA
"1074",7410,"foxtail pine",370,22.7830516244573,"PinuBalf",NA,NA,NA
"1075",7510,"foxtail pine",375,23.009648196273,"PinuBalf",NA,NA,NA
"1076",7610,"foxtail pine",380,23.2354524180055,"PinuBalf",NA,NA,NA
"1077",7710,"foxtail pine",385,23.4604774322383,"PinuBalf",NA,NA,NA
"1078",7810,"foxtail pine",390,23.6847359959762,"PinuBalf",NA,NA,NA
"1079",7910,"foxtail pine",395,23.9082404967484,"PinuBalf",NA,NA,NA
"1080",8010,"foxtail pine",400,24.1310029678441,"PinuBalf",NA,NA,NA
"1081",8114,"foxtail pine",405,24.3530351027377,"PinuBalf",NA,NA,NA
"1082",8212,"foxtail pine",410,24.5743482687554,"PinuBalf",NA,NA,NA
"1083",8310,"foxtail pine",415,24.7949535200331,"PinuBalf",NA,NA,NA
"1084",8410,"foxtail pine",420,25.0148616098094,"PinuBalf",NA,NA,NA
"1085",8510,"foxtail pine",425,25.2340830020958,"PinuBalf",NA,NA,NA
"1086",8610,"foxtail pine",430,25.4526278827624,"PinuBalf",NA,NA,NA
"1087",8710,"foxtail pine",435,25.670506170075,"PinuBalf",NA,NA,NA
"1088",8810,"foxtail pine",440,25.8877275247166,"PinuBalf",NA,NA,NA
"1089",8910,"foxtail pine",445,26.1043013593239,"PinuBalf",NA,NA,NA
"1090",9010,"foxtail pine",450,26.3202368475685,"PinuBalf",NA,NA,NA
"1091",9114,"foxtail pine",455,26.5355429328072,"PinuBalf",NA,NA,NA
"1092",9212,"foxtail pine",460,26.750228336329,"PinuBalf",NA,NA,NA
"1093",9310,"foxtail pine",465,26.9643015652198,"PinuBalf",NA,NA,NA
"1094",9410,"foxtail pine",470,27.1777709198669,"PinuBalf",NA,NA,NA
"1095",9510,"foxtail pine",475,27.3906445011242,"PinuBalf",NA,NA,NA
"1096",9610,"foxtail pine",480,27.6029302171561,"PinuBalf",NA,NA,NA
"1097",9710,"foxtail pine",485,27.8146357899776,"PinuBalf",NA,NA,NA
"1098",9810,"foxtail pine",490,28.0257687617079,"PinuBalf",NA,NA,NA
"1099",9910,"foxtail pine",495,28.2363365005517,"PinuBalf",NA,NA,NA
"1100",10010,"foxtail pine",500,28.4463462065237,"PinuBalf",NA,NA,NA
"1101",150,"lodgepole pine",5,0.786563986030879,"PinuCont",0.00858635565523216,1.09090559799394,0.00886820891097079
"1102",250,"lodgepole pine",10,1.45292577764135,"PinuCont",0.096188787025897,1.14869215085237,0.0920792162515158
"1103",350,"lodgepole pine",15,2.08037399957792,"PinuCont",0.326990236570859,1.26320307359031,0.306712062770311
"1104",450,"lodgepole pine",20,2.68381638725555,"PinuCont",0.715632320398927,1.44783634633919,0.668796732137073
"1105",550,"lodgepole pine",25,3.2700143200025,"PinuCont",1.25155284249035,1.71765183944125,1.17353067021036
"1106",650,"lodgepole pine",30,3.84282660381419,"PinuCont",1.91479883559933,2.08860937769229,1.80751204525195
"1107",750,"lodgepole pine",35,4.40474177268499,"PinuCont",2.68329387665723,2.57544412147252,2.5545039800302
"1108",850,"lodgepole pine",40,4.95749370776147,"PinuCont",3.53594392089045,3.18888564271989,3.39807922722663
"1109",950,"lodgepole pine",45,5.50235715718356,"PinuCont",4.45383005245268,3.93310197265873,4.32278945970394
"1110",1011,"lodgepole pine",50,6.04030718818273,"PinuCont",5.42053146203198,4.80420673101542,5.31462664632991
"1111",1115,"lodgepole pine",55,6.5721127196,"PinuCont",6.42206349721202,5.79027893818944,6.36114288848617
"1112",1213,"lodgepole pine",60,7.09839495685784,"PinuCont",7.4466586683062,6.87279797713414,7.45140850280692
"1113",1311,"lodgepole pine",65,7.61966574838222,"PinuCont",8.48449782609266,8.02897400708068,8.57589834413183
"1114",1411,"lodgepole pine",70,8.1363537856365,"PinuCont",9.52744088073311,9.234316716571,9.72635175099662
"1115",1511,"lodgepole pine",75,8.648823096909,"PinuCont",10.5687783374932,10.4649031864805,10.8956287620745
"1116",1611,"lodgepole pine",80,9.15738646622788,"PinuCont",11.6030112758868,11.6990437935999,12.0775734670231
"1117",1711,"lodgepole pine",85,9.6623154012075,"PinuCont",12.6256608935725,12.9182746884342,13.2668892015765
"1118",1811,"lodgepole pine",90,10.163847688734,"PinuCont",13.6331058002117,14.1077593755093,14.4590271013919
"1119",1911,"lodgepole pine",95,10.6621932241116,"PinuCont",14.6224440920729,15.2562517323081,15.6500879106032
"1120",2011,"lodgepole pine",100,11.1575385784806,"PinuCont",15.5913769580826,16.3557806508518,16.8367361688142
"1121",2115,"lodgepole pine",105,11.6500506271449,"PinuCont",16.5381106980991,17.4011908527694,18.016125581201
"1122",2213,"lodgepole pine",110,12.1398794674748,"PinuCont",17.4612743373686,18.3896374994726,19.1858342961971
"1123",2311,"lodgepole pine",115,12.6271607914931,"PinuCont",18.3598503781699,19.3200969874922,20.3438088562917
"1124",2411,"lodgepole pine",120,13.1120178343548,"PinuCont",19.2331165827707,20.1929283643,21.4883156852696
"1125",2511,"lodgepole pine",125,13.5945629890581,"PinuCont",20.0805970052435,21.0095001695428,22.6178990947122
"1126",2611,"lodgepole pine",130,14.0748991556305,"PinuCont",20.9020207740839,21.7718850847097,23.7313449151737
"1127",2711,"lodgepole pine",135,14.5531208769922,"PinuCont",21.697287371805,22.4826177622263,24.8276489738056
"1128",2811,"lodgepole pine",140,15.0293153018793,"PinuCont",22.4664373644226,23.1445078693155,25.9059897460542
"1129",2911,"lodgepole pine",145,15.5035630063964,"PinuCont",23.2096277072161,23.7604993394697,26.9657046029963
"1130",3011,"lodgepole pine",150,15.9759386991126,"PinuCont",23.9271108979056,24.3335670858119,28.0062691579334
"1131",3115,"lodgepole pine",155,16.4465118295419,"PinuCont",24.6192173688229,24.8666433429652,29.0272792868348
"1132",3213,"lodgepole pine",160,16.9153471159359,"PinuCont",25.2863406096809,25.3625669657399,30.0284354581997
"1133",3311,"lodgepole pine",165,17.3825050052755,"PinuCont",25.9289245955968,25.8240501953103,31.0095290600999
"1134",3411,"lodgepole pine",170,17.8480420759618,"PinuCont",26.5474531639798,26.2536584893195,31.970430456713
"1135",3511,"lodgepole pine",175,18.3120113918204,"PinuCont",27.1424410412064,26.6537999518962,32.9110785446452
"1136",3611,"lodgepole pine",180,18.774462814526,"PinuCont",27.7144262676792,27.026721681771,33.8314716117124
"1137",3711,"lodgepole pine",185,19.2354432803523,"PinuCont",28.2639638095887,27.3745109905015,34.7316593284363
"1138",3811,"lodgepole pine",190,19.6949970461735,"PinuCont",28.7916201788388,27.6990999462252,35.6117357260407
"1139",3911,"lodgepole pine",195,20.1531659088527,"PinuCont",29.2979689103017,28.002272092057,36.4718330348123
"1140",4011,"lodgepole pine",200,20.6099894015054,"PinuCont",29.7835867687608,28.2856704923124,37.3121162738469
"1141",4115,"lodgepole pine",205,21.0655049695922,"PinuCont",30.2490505773592,28.5508064921228,38.1327784978824
"1142",4213,"lodgepole pine",210,21.5197481293544,"PinuCont",30.6949345757202,28.7990687519472,38.9340366194915
"1143",4311,"lodgepole pine",215,21.9727526107425,"PinuCont",31.1218082296709,29.03173225053,39.7161277356999
"1144",4411,"lodgepole pine",220,22.4245504866793,"PinuCont",31.5302344261113,29.2499670480904,40.4793058973632
"1145",4511,"lodgepole pine",225,22.8751722902453,"PinuCont",31.9207679963762,29.4548466739382,41.2238392676171
"1146",4611,"lodgepole pine",230,23.324647121159,"PinuCont",32.2939545197413,29.6473560555369,41.9500076225924
"1147",4711,"lodgepole pine",235,23.7730027427394,"PinuCont",32.6503293657597,29.8283989441006,42.6581001535223
"1148",4811,"lodgepole pine",240,24.220265670388,"PinuCont",32.9904169400923,29.9988048188297,43.3484135345082
"1149",4911,"lodgepole pine",245,24.6664612524917,"PinuCont",33.3147301035776,30.1593352706876,44.021250224653
"1150",5011,"lodgepole pine",250,25.1116137445379,"PinuCont",33.6237697386143,30.3106898793474,44.6769169771315
"1151",5115,"lodgepole pine",255,25.5557463771348,"PinuCont",33.9180244406239,30.4535116052116,45.3157235311169
"1152",5213,"lodgepole pine",260,25.998881418549,"PinuCont",34.1979703155135,30.5883917234535,45.937981465399
"1153",5311,"lodgepole pine",265,26.4410402322977,"PinuCont",34.4640708667584,30.7158743297507,46.5440031950702
"1154",5411,"lodgepole pine",270,26.8822433302741,"PinuCont",34.7167769580335,30.836460448468,47.1341010948712
"1155",5511,"lodgepole pine",275,27.3225104218272,"PinuCont",34.956526839304,30.9506117739882,47.7085867347276
"1156",5611,"lodgepole pine",280,27.7618604591727,"PinuCont",35.1837462259863,31.0587540750698,48.2677702147007
"1157",5711,"lodgepole pine",285,28.2003116794707,"PinuCont",35.3988484222517,31.1612802907886,48.8119595880627
"1158",5811,"lodgepole pine",290,28.6378816438664,"PinuCont",35.602234480803,31.2585533449999,49.3414603625092
"1159",5911,"lodgepole pine",295,29.0745872737652,"PinuCont",35.7942933925337,31.3509087044718,49.8565750706654
"1160",6011,"lodgepole pine",300,29.5104448845786,"PinuCont",35.9754023004162,31.4386567039961,50.3576029020492
"1161",6115,"lodgepole pine",305,29.9454702171576,"PinuCont",36.1459267327639,31.5220846599439,50.8448393895412
"1162",6213,"lodgepole pine",310,30.3796784671079,"PinuCont",36.3062208517118,31.6014587919389,51.3185761441913
"1163",6311,"lodgepole pine",315,30.8130843121607,"PinuCont",36.4566277133539,31.677025970624,51.7791006328827
"1164",6411,"lodgepole pine",320,31.2457019377566,"PinuCont",36.5974795364951,31.7490153078789,52.2266959939819
"1165",6511,"lodgepole pine",325,31.6775450609866,"PinuCont",36.7290979774244,31.8176396043563,52.6616408866418
"1166",6611,"lodgepole pine",330,32.1086269530182,"PinuCont",36.8517944084978,31.8830966678139,53.0842093699032
"1167",6711,"lodgepole pine",335,32.5389604601241,"PinuCont",36.9658701986578,31.9455705144449,53.4946708081607
"1168",6811,"lodgepole pine",340,32.968558023421,"PinuCont",37.0716169943026,32.0052324642472,53.893289799934
"1169",6911,"lodgepole pine",345,33.3974316974141,"PinuCont",37.1693169991686,32.0622421404041,54.2803261272197
"1170",7011,"lodgepole pine",350,33.8255931674367,"PinuCont",37.2592432521063,32.1167483816871,54.6560347229931
"1171",7115,"lodgepole pine",355,34.2530537660659,"PinuCont",37.341659901814,32.1688900760157,55.0206656546908
"1172",7213,"lodgepole pine",360,34.6798244885864,"PinuCont",37.4168224777576,32.2187969225153,55.3744641217415
"1173",7311,"lodgepole pine",365,35.1059160075722,"PinuCont",37.4849781566423,32.2665901287011,55.7176704654198
"1174",7411,"lodgepole pine",370,35.5313386866467,"PinuCont",37.5463660239217,32.3123830487697,56.0505201894813
"1175",7511,"lodgepole pine",375,35.9561025934774,"PinuCont",37.6012173299344,32.3562817683982,56.373243990206
"1176",7611,"lodgepole pine",380,36.3802175120593,"PinuCont",37.6497557403454,32.3983856409268,56.686067794622
"1177",7711,"lodgepole pine",385,36.8036929543327,"PinuCont",37.6921975806484,32.4387877793288,56.9892128058154
"1178",7811,"lodgepole pine",390,37.2265381711812,"PinuCont",37.7287520745482,32.4775755079474,57.2828955543484
"1179",7911,"lodgepole pine",395,37.6487621628494,"PinuCont",37.7596215761009,32.5148307775967,57.5673279549147
"1180",8011,"lodgepole pine",400,38.0703736888186,"PinuCont",37.7850017955344,32.5506305472788,57.8427173674538
"1181",8115,"lodgepole pine",405,38.491381277175,"PinuCont",37.8050820187163,32.5850471354611,58.109266662031
"1182",8213,"lodgepole pine",410,38.9117932335017,"PinuCont",37.8200453202686,32.6181485435784,58.3671742868659
"1183",8311,"lodgepole pine",415,39.3316176493254,"PinuCont",37.830068770357,32.6499987541727,58.616634338958
"1184",8411,"lodgepole pine",420,39.7508624101444,"PinuCont",37.8353236352098,32.6806580058593,58.8578366368206
"1185",8511,"lodgepole pine",425,40.1695352030633,"PinuCont",37.8359755714391,32.7101830471016,59.090966794887
"1186",8611,"lodgepole pine",430,40.5876435240588,"PinuCont",37.8321848142569,32.738627370596,59.3162062992024
"1187",8711,"lodgepole pine",435,41.0051946848974,"PinuCont",37.8241063596894,32.7660414299019,59.5337325840581
"1188",8811,"lodgepole pine",440,41.4221958197271,"PinuCont",37.8118901409065,32.7924728398007,59.7437191092633
"1189",8911,"lodgepole pine",445,41.83865389136,"PinuCont",37.7956811987916,32.817966561736,59.946335437787
"1190",9011,"lodgepole pine",450,42.2545756972653,"PinuCont",37.7756198468843,32.842565075563,60.1417473135301
"1191",9115,"lodgepole pine",455,42.6699678752882,"PinuCont",37.7518418308323,32.866308538726,60.3301167390206
"1192",9213,"lodgepole pine",460,43.0848369091101,"PinuCont",37.7244784824961,32.8892349338835,60.5116020528451
"1193",9311,"lodgepole pine",465,43.4991891334655,"PinuCont",37.6936568688484,32.9113802059105,60.6863580066588
"1194",9411,"lodgepole pine",470,43.9130307391274,"PinuCont",37.6594999358151,32.9327783891248,60.8545358416286
"1195",9511,"lodgepole pine",475,44.3263677776746,"PinuCont",37.6221266472045,32.9534617255125,61.0162833641902
"1196",9611,"lodgepole pine",480,44.7392061660538,"PinuCont",37.5816521188697,32.97346077466,61.1717450210112
"1197",9711,"lodgepole pine",485,45.1515516909442,"PinuCont",37.5381877482502,32.992804516037,61.3210619730675
"1198",9811,"lodgepole pine",490,45.5634100129393,"PinuCont",37.4918413394377,33.0115204442246,61.4643721687562
"1199",9911,"lodgepole pine",495,45.9747866705513,"PinuCont",37.4427172239068,33.0296346576278,61.601810415977
"1200",10011,"lodgepole pine",500,46.3856870840506,"PinuCont",37.3909163770511,33.0471719411691,61.733508453126
"1201",160,"Jeffrey pine",5,1.16486952854547,"PinuJeff",0.0109207785763777,1.16950282431143,0.00912401478939033
"1202",260,"Jeffrey pine",10,2.12119497685138,"PinuJeff",0.114501148224407,1.25426346402726,0.0947352660845619
"1203",360,"Jeffrey pine",15,3.01195349728918,"PinuJeff",0.377547609836678,1.40921200547589,0.315559254962837
"1204",460,"Jeffrey pine",20,3.86263699028838,"PinuJeff",0.811572214322003,1.64652537896022,0.688088354297304
"1205",560,"Jeffrey pine",25,4.68471140868593,"PinuJeff",1.40265615086573,1.9801424819261,1.20738147897672
"1206",660,"Jeffrey pine",30,5.48468345372326,"PinuJeff",2.128250116254,2.42401215104265,1.85965021781096
"1207",760,"Jeffrey pine",35,6.26673095457473,"PinuJeff",2.96440880780782,2.98962703371175,2.6281893364644
"1208",860,"Jeffrey pine",40,7.0337544080416,"PinuJeff",3.88871025526676,3.68358150092028,3.49609773923807
"1209",960,"Jeffrey pine",45,7.78787979900223,"PinuJeff",4.88128376297079,4.50585306017725,4.44748148783088
"1210",1012,"Jeffrey pine",50,8.53072903410147,"PinuJeff",5.92501334847261,5.44925936598732,5.46792848567364
"1211",1116,"Jeffrey pine",55,9.26357813876009,"PinuJeff",7.00539409981256,6.50014433108513,6.54463177115428
"1212",1214,"Jeffrey pine",60,9.98745585369092,"PinuJeff",8.11025845045183,7.63998725973936,7.6663463912418
"1213",1312,"Jeffrey pine",65,10.7032082143061,"PinuJeff",9.2294708574224,8.84745036172812,8.82327244539409
"1214",1412,"Jeffrey pine",70,11.411542577409,"PinuJeff",10.3546341237472,10.1004000657969,10.0069109911385
"1215",1512,"Jeffrey pine",75,12.113058643401,"PinuJeff",11.4788245332591,11.3775817334052,11.2099161130376
"1216",1612,"Jeffrey pine",80,12.8082709291693,"PinuJeff",12.5963607166716,12.6598017323314,12.4259543318543
"1217",1712,"Jeffrey pine",85,13.4976254363389,"PinuJeff",13.7026055928499,13.9306115851095,13.6495761996135
"1218",1812,"Jeffrey pine",90,14.1815122682394,"PinuJeff",14.7937984023145,15.1765731060016,14.8761016387529
"1219",1912,"Jeffrey pine",95,14.8602753510557,"PinuJeff",15.8669130930403,16.3872163913169,16.1015189183192
"1220",2012,"Jeffrey pine",100,15.5342200414593,"PinuJeff",16.9195392982607,17.554801031658,17.3223963656611
"1221",2116,"Jeffrey pine",105,16.203619163058,"PinuJeff",17.9497824465162,18.6739718697248,18.5358055838128
"1222",2214,"Jeffrey pine",110,16.8687178555904,"PinuJeff",18.9561799598292,19.7413762158447,19.7392548622462
"1223",2312,"Jeffrey pine",115,17.5297375137661,"PinuJeff",19.9376309275391,20.7552865881504,20.9306315109142
"1224",2412,"Jeffrey pine",120,18.1868790188266,"PinuJeff",20.8933370462245,21.7152547268217,22.1081519481284
"1225",2512,"Jeffrey pine",125,18.8403254140195,"PinuJeff",21.8227529729358,22.6218094020006,23.2703184957447
"1226",2612,"Jeffrey pine",130,19.4902441380965,"PinuJeff",22.7255445458323,23.4762017807389,24.4158819612725
"1227",2712,"Jeffrey pine",135,20.1367889040433,"PinuJeff",23.601553585749,24.2801968271605,25.5438092062263
"1228",2812,"Jeffrey pine",140,20.7801012904431,"PinuJeff",24.4507682092691,25.0359063734142,26.6532550089552
"1229",2912,"Jeffrey pine",145,21.4203120981229,"PinuJeff",25.2732977643555,25.7456582804801,27.7435376268257
"1230",3012,"Jeffrey pine",150,22.0575425135995,"PinuJeff",26.0693516491256,26.411895881885,28.8141175470638
"1231",3116,"Jeffrey pine",155,22.6919051123618,"PinuJeff",26.839221398042,27.0371022348402,29.8645789885719
"1232",3214,"Jeffrey pine",160,23.3235047284911,"PinuJeff",27.5832655220368,27.6237443073585,30.8946137797823
"1233",3312,"Jeffrey pine",165,23.952439212046,"PinuJeff",28.3018966736437,28.1742329306741,31.9040072912997
"1234",3412,"Jeffrey pine",170,24.5788000916583,"PinuJeff",28.9955707781965,28.6908950423935,32.8926261479211
"1235",3512,"Jeffrey pine",175,25.2026731566406,"PinuJeff",29.6647778301558,29.1759553842921,33.860407483709
"1236",3612,"Jeffrey pine",180,25.8241389704027,"PinuJeff",30.3100341017693,29.6315253765514,34.8073495370907
"1237",3712,"Jeffrey pine",185,26.4432733249641,"PinuJeff",30.9318755513115,30.0595973620845,35.7335034113478
"1238",3812,"Jeffrey pine",190,27.0601476447302,"PinuJeff",31.5308522514994,30.4620428045328,36.6389658500599
"1239",3912,"Jeffrey pine",195,27.6748293463796,"PinuJeff",32.1075236865281,30.8406133402255,37.523872897732
"1240",4012,"Jeffrey pine",200,28.2873821606376,"PinuJeff",32.6624547894614,31.1969438382014,38.3883943334803
