"SPCD","COMMON_NAME","GENUS","SPECIES","VARIETY","SUBSPECIES","SPECIES_SYMBOL","E_SPGRPCD","W_SPGRPCD","C_SPGRPCD","P_SPGRPCD","MAJOR_SPGRPCD","STOCKING_SPGRPCD","FOREST_TYPE_SPGRPCD","EXISTS_IN_NCRS","EXISTS_IN_NERS","EXISTS_IN_PNWRS","EXISTS_IN_RMRS","EXISTS_IN_SRS","SITETREE","SFTWD_HRDWD","ST_EXISTS_IN_NCRS","ST_EXISTS_IN_NERS","ST_EXISTS_IN_PNWRS","ST_EXISTS_IN_RMRS","ST_EXISTS_IN_SRS","CORE","EAST","WEST","CARIBBEAN","PACIFIC","WOODLAND","MANUAL_START","MANUAL_END","JENKINS_SPGRPCD","JENKINS_TOTAL_B1","JENKINS_TOTAL_B2","JENKINS_STEM_WOOD_RATIO_B1","JENKINS_STEM_WOOD_RATIO_B2","JENKINS_STEM_BARK_RATIO_B1","JENKINS_STEM_BARK_RATIO_B2","JENKINS_FOLIAGE_RATIO_B1","JENKINS_FOLIAGE_RATIO_B2","JENKINS_ROOT_RATIO_B1","JENKINS_ROOT_RATIO_B2","JENKINS_SAPLING_ADJUSTMENT","WOOD_SPGR_GREENVOL_DRYWT","WOOD_SPGR_GREENVOL_DRYWT_CIT","BARK_SPGR_GREENVOL_DRYWT","BARK_SPGR_GREENVOL_DRYWT_CIT","MC_PCT_GREEN_BARK","MC_PCT_GREEN_BARK_CIT","MC_PCT_GREEN_WOOD","MC_PCT_GREEN_WOOD_CIT","WOOD_SPGR_MC12VOL_DRYWT","WOOD_SPGR_MC12VOL_DRYWT_CIT","BARK_VOL_PCT","BARK_VOL_PCT_CIT","RAILE_STUMP_DOB_B1","RAILE_STUMP_DIB_B1","RAILE_STUMP_DIB_B2","CWD_DECAY_RATIO1","CWD_DECAY_RATIO2","CWD_DECAY_RATIO3","CWD_DECAY_RATIO4","CWD_DECAY_RATIO5","DWM_CARBON_RATIO","STANDING_DEAD_DECAY_RATIO1","STANDING_DEAD_DECAY_RATIO2","STANDING_DEAD_DECAY_RATIO3","STANDING_DEAD_DECAY_RATIO4","STANDING_DEAD_DECAY_RATIO5","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","DRYWT_TO_GREENWT_CONVERSION"
8854,"flameberry","Urera","caracasana","","","URCA2",54,54,54,,3,37,984,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
8855,"ortiga","Urera","chlorocarpa","","","URCH2",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
8856,"hopue","Urera","glabra","","","URGL",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.18,,0.18,,,,,,0.18,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
8857,"opuhe","Urera","kaalae","","","URKA",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.18,,0.18,,,,,,0.18,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
8858,"urera","Urera","spp.","","","URERA",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.18,,0.18,,,,,,0.18,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
8859,"Mexican buckeye","Ungnadia","speciosa","","","UNSP",55,55,,,3,37,,"X","X","","","X","","H","","","","","","N","X","","","","",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2014-05-01,"440","",2017-02-16,"798795",1.76
8860,"farkleberry","Vaccinium","arboreum","","","VAAR",55,55,,,3,37,,"X","X","","","X","","H","","","","","","N","X","","","","",6,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.8326,0.53,26,0.53,26,,,,,0.45,26,15.14,26,0.12766,0.91979,0.12152,,,,,,,0.98812,0.83016,0.66926,0.5367,0.5367,"",2014-05-01,"440","",2017-02-16,"798795",1.76
8861,"voa vanga","Vangueria","madagascariensis","","","VAMA5",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
8862,"Japanese elm","Ulmus","davidiana","","","ULDA",55,55,,,3,,,"","","","X","","","H","","","","","","N","","W","","","",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2017-06-08,"798795","",,"",
8863,"Vavaea pauciflora","Vavaea","pauciflora","","","VAOA5",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.55,,0.55,,,,,,0.55,,,,,,,,,,,,,,,,,,"",2016-05-05,"77777","",2017-02-16,"798795",1.76
8866,"Manila palm","Veitchia","merrillii","","","VEME3",53,53,,53,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.48,,0.48,,,,,,0.48,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
8868,"Sterculia ponapensis","Sterculia","ponapensis","","","STPO10",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.43,,0.43,,,,,,0.43,,,,,,,,,,,,,,,,,,"",2016-05-05,"77777","",2017-02-16,"798795",1.76
8869,"mu oil tree","Vernicia","montana","","","VEMO3",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.48216,,0.48216,,,,,,0.48216,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
8870,"vernicia","Vernicia","spp.","","","VERNI",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.48216,,0.48216,,,,,,0.48216,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
8871,"lilac chastetree","Vitex","agnus-castus","","","VIAG",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
8872,"bars, beokel","Vitex","cofassus","","","VICO17",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.65006,,0.65006,,,,,,0.65006,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
8873,"higuerillo","Vitex","divaricata","","","VIDI2",54,54,54,,3,37,985,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
8874,"smallflower chastetree","Vitex","parviflora","","","VIPA6",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.52,,0.52,,,,,,0.52,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
8875,"chastetree","Vitex","spp.","","","VITEX",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.52,,0.52,,,,,,0.52,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
8652,"purple mombin","Spondias","purpurea","","","SPPU",54,54,54,,3,37,985,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
8723,"Tabernaemontana rotensis","Tabernaemontana","rotensis","","","TARO3",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.52,,0.52,,,,,,0.52,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
8877,"nannyberry","Viburnum","lentago","","","VILE",55,55,,,3,37,,"X","X","X","","X","","H","","","","","","N","X","","","","",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2014-05-01,"440","",2017-02-16,"798795",1.76
8878,"blackhaw","Viburnum","prunifolium","","","VIPR",55,55,,,3,37,,"X","X","X","","X","","H","","","","","","N","X","","","","",6,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84,0.52,26,0.53,26,80.64,26,75.12,26,0.58,26,15.32,26,,,,,,,,,,0.98812,0.83016,0.66926,0.5367,0.5367,"",2014-05-01,"440","",2019-12-17,"732862",2
8879,"rusty blackhaw","Viburnum","rufidulum","","","VIRU",55,55,,,3,37,,"X","X","","","X","","H","","","","","","N","X","","","","",6,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.8326,0.53,26,0.53,26,,,,,0.45,26,15.14,26,0.12766,0.91979,0.12152,,,,,,,0.98812,0.83016,0.66926,0.5367,0.5367,"",2014-05-01,"440","",2017-02-16,"798795",1.76
8880,"Siebold's arrowwood","Viburnum","sieboldii","","","VISI",55,55,,,3,37,,"X","X","","","X","","H","","","","","","N","X","","","","",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2014-05-01,"440","",2017-02-16,"798795",1.76
8881,"Wallenia lamarckiana","Wallenia","lamarckiana","","","WALA",54,54,54,,3,37,985,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
8883,"California fan palm","Washingtonia","filifera","","","WAFI",55,55,,,3,37,,"","","X","","X","","H","","","","","","N","","","","","",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2014-05-01,"440","",2017-02-16,"798795",1.76
8884,"ateate","Wedelia","biflora","","","WEBI",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.65,,0.65,,,,,,0.65,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
8886,"Weinmannia affinis","Weinmannia","affinis","","","WEAF",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.59,,0.59,,,,,,0.59,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
8887,"bastard briziletto","Weinmannia","pinnata","","","WEPI",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
8889,"alpine false ohelo","Wikstroemia","bicornuta","","","WIBI",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.52,,0.52,,,,,,0.52,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
8890,"forest false ohelo","Wikstroemia","furcata","","","WIFU",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.52,,0.52,,,,,,0.52,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
8891,"montane false ohelo","Wikstroemia","monticola","","","WIMO",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.52,,0.52,,,,,,0.52,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
8892,"Oahu false ohelo","Wikstroemia","oahuensis","","","WIOA",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.52,,0.52,,,,,,0.52,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
8895,"Hawaii false ohelo","Wikstroemia","phillyreifolia","","","WIPH2",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.52,,0.52,,,,,,0.52,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
8896,"Kohala false ohelo","Wikstroemia","pulcherrima","","","WIPU",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.52,,0.52,,,,,,0.52,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
8897,"variableleaf false ohelo","Wikstroemia","sandwicensis","","","WISA",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.52,,0.52,,,,,,0.52,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
8898,"Skottsbergs false ohelo","Wikstroemia","skottsbergiana","","","WISK",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.52,,0.52,,,,,,0.52,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
8899,"false ohelo","Wikstroemia","spp.","","","WIKST",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.52,,0.52,,,,,,0.52,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
8900,"hairy false ohelo","Wikstroemia","villosa","","","WIVI",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.52,,0.52,,,,,,0.52,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
8901,"tallow wood","Ximenia","americana","","","XIAM",54,54,54,54,3,37,980,"","","X","","X","","H","","","","","","N","","","C","P","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
8902,"dense logwood","Xylosma","congestum","","","XYCO7",55,55,,,3,37,990,"","","X","","","","H","","","","","","N","","","","","",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2017-08-28,"798795","",,"",
8903,"lalanyog","Xylocarpus","granatum","","","XYGR",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.52521,,0.52521,,,,,,0.52521,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
8904,"leilei","Xylocarpus","moluccensis","","","XYMO2",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.61131,,0.61131,,,,,,0.61131,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
8905,"Xylocarpus","Xylocarpus","spp.","","","XYLOC2",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.55655,,0.55655,,,,,,0.55655,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
8906,"mucha-gente","Xylosma","buxifolia","","","XYBU",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
8907,"sawtooth logwood","Xylosma","crenata","","","XYCR",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.593,,0.593,,,,,,0.593,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
8908,"Hawaii brushholly","Xylosma","hawaiiensis","","","XYHA",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.593,,0.593,,,,,,0.593,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
8909,"Xylosma nelsonii","Xylosma","nelsonii","","","XYNE2",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.593,,0.593,,,,,,0.593,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
8910,"spiny logwood","Xylosma","pachyphylla","","","XYPA2",54,54,54,,3,37,985,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
8911,"Xylosma samoensis","Xylosma","samoensis","","","XYSA",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.593,,0.593,,,,,,0.593,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
8912,"white logwood","Xylosma","schaefferioides","","","XYSC2",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
8913,"Schwaneck's logwood","Xylosma","schwaneckeana","","","XYSC3",54,54,54,,3,37,985,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
8914,"mission manzanita","Xylococcus","bicolor","","","XYBI",55,55,,,3,37,,"","","X","","X","","H","","","","","","N","","","","","",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2014-05-01,"440","",2017-02-16,"798795",1.76
8915,"xylosma","Xylosma","spp.","","","XYLOS",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.593,,0.593,,,,,,0.593,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
8916,"aloe yucca","Yucca","aloifolia","","","YUAL",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
8917,"Eve's needle","Yucca","faxoniana","","","YUFA",55,55,,,3,37,990,"","","X","","","","H","","","","","","N","","","","","",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2017-08-28,"798795","",,"",
8918,"moundlily yucca","Yucca","gloriosa","","","YUGL2",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
8919,"bluestem yucca","Yucca","guatemalensis","","","YUGU",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
8923,"Maricao pricklyash","Zanthoxylum","bifoliolatum","","","ZABI",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
8924,"prickly yellow","Zanthoxylum","caribaeum","","","ZACA3",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
8925,"kawau","Zanthoxylum","dipetalum","","","ZADI",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.6,,0.6,,,,,,0.6,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
8928,"West Indian satinwood","Zanthoxylum","flavum","","","ZAFL",54,54,54,,3,37,985,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
8929,"Hawaii pricklyash","Zanthoxylum","hawaiiense","","","ZAHA",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.6,,0.6,,,,,,0.6,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
8930,"Kauai pricklyash","Zanthoxylum","kauaense","","","ZAKA",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.6,,0.6,,,,,,0.6,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
8931,"white pricklyash","Zanthoxylum","martinicense","","","ZAMA",54,54,54,,3,37,985,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
8932,"yellow prickle","Zanthoxylum","monophyllum","","","ZAMO",54,54,54,,3,37,985,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
8933,"Oahu pricklyash","Zanthoxylum","oahuense","","","ZAOA",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.6,,0.6,,,,,,0.6,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
