"","CN","PLT_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","SUBP","CONDID","SPCD","SPGRPCD","STOCKING","TREECOUNT","TOTAGE","TREECOUNT_CALC","TPA_UNADJ","CYCLE","SUBCYCLE","DAMAGE_AGENT_CD1_SRS","PCT_AFFECTED_DAMAGE_AGENT1_SRS","DAMAGE_AGENT_CD2_SRS","PCT_AFFECTED_DAMAGE_AGENT2_SRS","DAMAGE_AGENT_CD3_SRS","PCT_AFFECTED_DAMAGE_AGENT3_SRS","AGECD_RMRS","COUNTCHKCD_RMRS"
"1",55294502010661,55294418010661,2000,26,3,133,20123,4,2,746,37,0.0001,4,NA,4,299.86113,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"2",55304564010661,55304506010661,2000,26,3,135,29029,2,1,746,37,0.0007,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"3",54570972010661,54570952010661,2000,26,2,13,20484,1,1,12,6,0.0001,6,NA,6,449.791695,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"4",54570974010661,54570952010661,2000,26,2,13,20484,2,2,12,6,0.0017,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"5",54570978010661,54570952010661,2000,26,2,13,20484,3,1,12,6,0.0069,12,NA,12,899.583389,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"6",54570980010661,54570952010661,2000,26,2,13,20484,4,1,12,6,0.0029,5,NA,5,374.826412,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"7",54996909010661,54996840010661,2000,26,2,103,20871,4,1,12,6,0.0004,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"8",55059530010661,55059441010661,2000,26,1,109,20252,1,1,746,37,0.1158,2,NA,2,149.930565,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"9",55059517010661,55059441010661,2000,26,1,109,20252,1,1,12,6,0.1009,3,NA,3,224.895847,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"10",55059533010661,55059441010661,2000,26,1,109,20252,3,3,12,6,0.0001,5,NA,5,374.826412,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"11",55059536010661,55059441010661,2000,26,1,109,20252,4,1,12,6,0.0067,10,NA,10,749.652825,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"12",54612269010661,54612221010661,2000,26,3,39,20113,4,3,12,6,0.0198,23,NA,23,1724.201496,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"13",54612265010661,54612221010661,2000,26,3,39,20113,1,3,12,6,0.0001,3,NA,3,224.895847,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"14",54617413010661,54617353010661,2000,26,3,39,20082,1,1,12,6,0.0001,8,NA,8,599.72226,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"15",54617417010661,54617353010661,2000,26,3,39,20082,2,1,12,6,3.8085,27,NA,27,2024.062626,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"16",54617420010661,54617353010661,2000,26,3,39,20082,3,1,12,6,0.0001,16,NA,16,1199.444519,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"17",54685619010661,54685579010661,2000,26,2,53,29005,1,1,12,6,0.0127,27,NA,27,2024.062626,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"18",54685621010661,54685579010661,2000,26,2,53,29005,1,1,746,37,0.0008,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"19",54685623010661,54685579010661,2000,26,2,53,29005,2,1,12,6,0.0005,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"20",54685629010661,54685579010661,2000,26,2,53,29005,3,1,12,6,0.0071,15,NA,15,1124.479237,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"21",54685633010661,54685579010661,2000,26,2,53,29005,4,1,12,6,0.0099,21,NA,21,1574.270931,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"22",54548870010661,54548851010661,2000,26,1,3,29026,1,1,12,6,0.0066,9,NA,9,674.687542,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"23",54548872010661,54548851010661,2000,26,1,3,29026,3,1,12,6,0.0001,3,NA,3,224.895847,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"24",54635398010661,54635372010661,2000,26,1,41,20420,1,1,12,6,0.0013,3,NA,3,224.895847,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"25",54635401010661,54635372010661,2000,26,1,41,20420,3,1,12,6,0.0009,2,NA,2,149.930565,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"26",54594121010661,54594080010661,2000,26,1,33,20138,1,1,12,6,0.0004,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"27",54596907010661,54596891010661,2000,26,1,33,20112,2,1,12,6,0.0017,2,NA,2,149.930565,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"28",54596906010661,54596891010661,2000,26,1,33,20112,1,1,12,6,0.0026,6,NA,6,449.791695,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"29",54596911010661,54596891010661,2000,26,1,33,20112,3,1,12,6,0.0138,32,NA,32,2398.889038,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"30",54596262010661,54596247010661,2000,26,1,33,29017,2,1,746,37,0.4492,2,NA,2,149.930565,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"31",54596263010661,54596247010661,2000,26,1,33,29017,3,1,12,6,0.0001,9,NA,9,674.687542,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"32",54596264010661,54596247010661,2000,26,1,33,29017,4,1,12,6,0.0001,11,NA,11,824.618107,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"33",54597149010661,54597129010661,2000,26,1,33,20542,3,1,746,37,0.0052,7,NA,7,524.756977,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"34",54600461010661,54600443010661,2000,26,1,33,20640,3,1,12,6,0.0013,3,NA,3,224.895847,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"35",54600464010661,54600443010661,2000,26,1,33,20640,4,1,12,6,0.0001,19,NA,19,1424.340367,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"36",54602022010661,54602006010661,2000,26,1,33,20759,1,1,12,6,0.0039,9,NA,9,674.687542,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"37",54602024010661,54602006010661,2000,26,1,33,20759,2,1,12,6,0.0004,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"38",54602025010661,54602006010661,2000,26,1,33,20759,3,1,12,6,0.0001,3,NA,3,224.895847,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"39",54602027010661,54602006010661,2000,26,1,33,20759,4,1,12,6,0.0004,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"40",54667994010661,54667968010661,2000,26,3,51,20206,1,1,12,6,0.0001,2,NA,2,149.930565,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"41",54673736010661,54673708010661,2000,26,2,53,29029,2,1,12,6,0.0004,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"42",54673742010661,54673708010661,2000,26,2,53,29029,3,1,12,6,0.0013,3,NA,3,224.895847,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"43",54674007010661,54673952010661,2000,26,2,53,20312,1,1,12,6,0.0058,9,NA,9,674.687542,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"44",54674023010661,54673952010661,2000,26,2,53,20312,2,1,12,6,0.0051,8,NA,8,599.72226,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"45",54674029010661,54673952010661,2000,26,2,53,20312,3,2,12,6,0.0138,8,NA,8,599.72226,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"46",54738852010661,54738806010661,2000,26,3,69,20213,2,1,746,37,0.2246,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"47",54971784010661,54971697010661,2000,26,2,103,20718,4,1,12,6,0.0006,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"48",54971772010661,54971697010661,2000,26,2,103,20718,2,2,12,6,0.0017,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"49",54733194010661,54733142010661,2000,26,3,69,20025,2,1,12,6,0.004,7,NA,7,524.756977,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"50",54733203010661,54733142010661,2000,26,3,69,20025,3,2,12,6,0.0207,12,NA,12,899.583389,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"51",54733190010661,54733142010661,2000,26,3,69,20025,1,1,12,6,0.0017,3,NA,3,224.895847,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"52",54733199010661,54733142010661,2000,26,3,69,20025,2,1,746,37,0.003,3,NA,3,224.895847,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"53",54681665010661,54681629010661,2000,26,2,53,20362,3,2,12,6,0.0039,3,NA,3,224.895847,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"54",54681661010661,54681629010661,2000,26,2,53,20362,2,2,12,6,0.0026,2,NA,2,149.930565,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"55",54637852010661,54637792010661,2000,26,1,41,20134,1,1,12,6,0.0004,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"56",54641978010661,54641952010661,2000,26,2,43,20284,1,1,12,6,0.0017,2,NA,2,149.930565,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"57",54641982010661,54641952010661,2000,26,2,43,20284,2,1,12,6,0.0017,4,NA,4,299.86113,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"58",54887968010661,54887906010661,2000,26,1,95,20105,2,1,12,6,1.8084,10,NA,10,749.652825,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"59",54887952010661,54887906010661,2000,26,1,95,20105,1,1,12,6,2.1701,8,NA,8,599.72226,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"60",54891337010661,54891259010661,2000,26,1,95,20472,2,1,746,37,32.4891,3,NA,3,224.895847,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"61",54891347010661,54891259010661,2000,26,1,95,20472,3,2,746,37,0.0097,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"62",55339904010661,55339789010661,2000,26,3,141,20036,4,1,746,37,0.0001,5,NA,5,374.826412,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"63",55339855010661,55339789010661,2000,26,3,141,20036,1,1,12,6,4.1317,5,NA,5,374.826412,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"64",55339867010661,55339789010661,2000,26,3,141,20036,1,1,746,37,1.3158,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"65",55339879010661,55339789010661,2000,26,3,141,20036,2,2,12,6,0.0155,9,NA,9,674.687542,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"66",55339892010661,55339789010661,2000,26,3,141,20036,3,1,746,37,0.0001,5,NA,5,374.826412,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"67",55339896010661,55339789010661,2000,26,3,141,20036,4,1,12,6,0.0001,8,NA,8,599.72226,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"68",54673109010661,54673034010661,2000,26,2,53,20187,3,1,746,37,0.001,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"69",54542138010661,54542119010661,2000,26,3,1,20214,4,2,12,6,0.0001,4,NA,4,299.86113,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"70",54542140010661,54542119010661,2000,26,3,1,20214,4,2,746,37,0.0001,3,NA,3,224.895847,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"71",54557551010661,54557501010661,2000,26,3,7,20009,4,1,12,6,0.0001,22,NA,22,1649.236214,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"72",54557554010661,54557501010661,2000,26,3,7,20009,4,1,746,37,0.0001,3,NA,3,224.895847,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"73",54557548010661,54557501010661,2000,26,3,7,20009,2,1,12,6,0.0116,21,NA,21,1574.270931,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"74",54557549010661,54557501010661,2000,26,3,7,20009,3,1,12,6,0.0061,11,NA,11,824.618107,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"75",54557550010661,54557501010661,2000,26,3,7,20009,3,1,746,37,0.0115,12,NA,12,899.583389,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"76",54820668010661,54820620010661,2000,26,2,83,20365,4,1,12,6,0.0004,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"77",54895588010661,54895459010661,2000,26,1,97,20010,1,1,12,6,0.0012,2,NA,2,149.930565,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"78",54895600010661,54895459010661,2000,26,1,97,20010,2,1,12,6,0.0006,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"79",54895615010661,54895459010661,2000,26,1,97,20010,2,1,746,37,0.002,2,NA,2,149.930565,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"80",54971777010661,54971697010661,2000,26,2,103,20718,3,1,12,6,0.0006,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"81",55358813010661,55358754010661,2000,26,3,143,20043,1,1,746,37,12.2784,41,NA,41,3073.57658,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"82",55358820010661,55358754010661,2000,26,3,143,20043,2,1,746,37,34.0978,20,NA,20,1499.305649,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"83",55358833010661,55358754010661,2000,26,3,143,20043,3,1,746,37,24.1622,52,NA,52,3898.194687,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"84",55281718010661,55281645010661,2000,26,2,131,20478,4,2,12,6,0.0024,3,NA,3,224.895847,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"85",55281734010661,55281645010661,2000,26,2,131,20478,4,2,746,37,0.0069,5,NA,5,374.826412,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"86",54876135010661,54875954010661,2000,26,1,95,20082,4,1,746,37,0.0001,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"87",54876120010661,54875954010661,2000,26,1,95,20082,2,2,746,37,24.4651,41,NA,41,3073.57658,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"88",54876128010661,54875954010661,2000,26,1,95,20082,3,2,746,37,58.3152,96,NA,96,7196.667115,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"89",54592905010661,54592879010661,2000,26,1,33,20360,4,2,12,6,0.0026,3,NA,3,224.895847,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"90",55361501010661,55361414010661,2000,26,3,143,20064,3,1,12,6,2.9322,6,NA,6,449.791695,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"91",55366841010661,55366771010661,2000,26,3,143,20035,3,1,746,37,0.0016,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"92",54540464010661,54540412010661,2000,26,3,1,20006,2,1,746,37,0.002,2,NA,2,149.930565,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"93",54540466010661,54540412010661,2000,26,3,1,20006,4,1,746,37,0.051,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"94",54749081010661,54748990010661,2000,26,2,71,29025,1,1,12,6,13.4806,5,NA,5,374.826412,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"95",54749094010661,54748990010661,2000,26,2,71,29025,3,1,12,6,5.8302,31,NA,31,2323.923756,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"96",54747233010661,54747183010661,2000,26,2,71,20427,2,1,12,6,0.0009,2,NA,2,149.930565,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"97",54747245010661,54747183010661,2000,26,2,71,20427,4,1,12,6,0.0009,2,NA,2,149.930565,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"98",54747238010661,54747183010661,2000,26,2,71,20427,3,1,12,6,0.0004,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"99",54803732010661,54803676010661,2000,26,4,81,20203,2,1,746,37,30.4396,7,NA,7,524.756977,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"100",54803735010661,54803676010661,2000,26,4,81,20203,3,1,746,37,2.8632,12,NA,12,899.583389,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"101",54803740010661,54803676010661,2000,26,4,81,20203,4,1,746,37,16.1027,2,NA,2,149.930565,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"102",54964309010661,54964138010661,2000,26,2,103,20453,4,1,12,6,0.0149,25,NA,25,1874.132061,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"103",54705034010661,54704993010661,2000,26,2,61,20385,3,1,12,6,0.0009,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"104",54705026010661,54704993010661,2000,26,2,61,20385,2,2,12,6,0.0104,12,NA,12,899.583389,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"105",54705040010661,54704993010661,2000,26,2,61,20385,4,2,12,6,0.0009,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"106",54710050010661,54709927010661,2000,26,2,61,20060,4,1,12,6,0.0004,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"107",54710030010661,54709927010661,2000,26,2,61,20060,1,1,12,6,0.0004,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"108",54710036010661,54709927010661,2000,26,2,61,20060,3,1,12,6,0.0026,6,NA,6,449.791695,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"109",54568566010661,54568548010661,2000,26,2,13,20425,4,1,12,6,0.0004,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"110",54964287010661,54964138010661,2000,26,2,103,20453,1,1,12,6,0.0125,21,NA,21,1574.270931,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"111",54964298010661,54964138010661,2000,26,2,103,20453,3,1,12,6,0.0018,3,NA,3,224.895847,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"112",54964317010661,54964138010661,2000,26,2,103,20453,4,1,746,37,0.001,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"113",54877658010661,54877546010661,2000,26,1,95,20374,1,1,12,6,0.0056,13,NA,13,974.548672,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"114",54877673010661,54877546010661,2000,26,1,95,20374,2,1,12,6,0.0022,5,NA,5,374.826412,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"115",54877683010661,54877546010661,2000,26,1,95,20374,3,1,12,6,0.0073,17,NA,17,1274.409802,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"116",54877695010661,54877546010661,2000,26,1,95,20374,4,1,12,6,0.0102,16,NA,16,1199.444519,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"117",54561156010661,54561104010661,2000,26,3,9,20111,4,2,746,37,0.0001,3,NA,3,224.895847,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"118",54586870010661,54586825010661,2000,26,3,31,20056,3,1,12,6,0.006,14,NA,14,1049.513954,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"119",54586866010661,54586825010661,2000,26,3,31,20056,1,1,12,6,0.0095,22,NA,22,1649.236214,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"120",54586868010661,54586825010661,2000,26,3,31,20056,2,1,12,6,0.0082,19,NA,19,1424.340367,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"121",54714209010661,54714145010661,2000,26,2,61,20409,4,1,12,6,0.0006,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"122",54887311010661,54887251010661,2000,26,1,95,20367,1,1,12,6,0.0027,6,NA,6,449.791695,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"123",55251481010661,55251414010661,2000,26,2,131,29001,1,1,12,6,0.0006,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"124",55251524010661,55251414010661,2000,26,2,131,29001,3,2,12,6,0.0001,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"125",55251509010661,55251414010661,2000,26,2,131,29001,1,1,746,37,0.001,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"126",55251513010661,55251414010661,2000,26,2,131,29001,2,1,12,6,0.0017,3,NA,3,224.895847,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"127",55251543010661,55251414010661,2000,26,2,131,29001,3,2,746,37,0.0001,12,NA,12,899.583389,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"128",55251552010661,55251414010661,2000,26,2,131,29001,4,1,12,6,0.0012,2,NA,2,149.930565,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"129",55251562010661,55251414010661,2000,26,2,131,29001,4,1,746,37,0.003,3,NA,3,224.895847,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"130",55300402010661,55300334010661,2000,26,3,133,20203,4,2,746,37,0.0067,5,NA,5,374.826412,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"131",62263163010661,62263089010661,2000,26,4,159,20220,1,1,746,37,0.0045,6,NA,6,449.791695,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"132",54588674010661,54588656010661,2000,26,3,31,20174,1,1,746,37,40,23,NA,23,1724.201496,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"133",54588677010661,54588656010661,2000,26,3,31,20174,3,2,12,6,4.0301,6,NA,6,449.791695,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"134",54588678010661,54588656010661,2000,26,3,31,20174,4,1,12,6,1.0333,6,NA,6,449.791695,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"135",54603021010661,54603005010661,2000,26,1,33,20276,1,1,12,6,0.0001,2,NA,2,149.930565,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"136",54603022010661,54603005010661,2000,26,1,33,20276,2,1,12,6,0.0001,11,NA,11,824.618107,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"137",54603024010661,54603005010661,2000,26,1,33,20276,3,1,12,6,0.0022,5,NA,5,374.826412,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"138",54603026010661,54603005010661,2000,26,1,33,20276,4,1,12,6,0.0001,11,NA,11,824.618107,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"139",54593782010661,54593759010661,2000,26,1,33,29037,2,1,12,6,0.0006,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"140",54593785010661,54593759010661,2000,26,1,33,29037,2,1,746,37,0.0034,3,NA,3,224.895847,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"141",54593786010661,54593759010661,2000,26,1,33,29037,3,3,12,6,0.0035,2,NA,2,149.930565,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"142",54593789010661,54593759010661,2000,26,1,33,29037,4,1,12,6,0.0045,7,NA,7,524.756977,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"143",54721726010661,54721622010661,2000,26,2,61,20079,4,1,12,6,0.0022,5,NA,5,374.826412,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"144",54721722010661,54721622010661,2000,26,2,61,20079,3,1,12,6,0.0001,2,NA,2,149.930565,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"145",55013151010661,55013100010661,2000,26,2,103,20892,1,1,12,6,0.0082,19,NA,19,1424.340367,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"146",55013166010661,55013100010661,2000,26,2,103,20892,2,1,12,6,0.1079,5,NA,5,374.826412,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"147",55013176010661,55013100010661,2000,26,2,103,20892,4,1,12,6,0.0004,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"148",54822878010661,54822765010661,2000,26,3,85,29017,3,1,746,37,0.0001,4,NA,4,299.86113,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"149",54822884010661,54822765010661,2000,26,3,85,29017,4,1,746,37,0.0001,4,NA,4,299.86113,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"150",54645341010661,54645311010661,2000,26,2,43,20118,1,1,746,37,0.0001,8,NA,8,599.72226,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"151",54645343010661,54645311010661,2000,26,2,43,20118,2,1,746,37,16.6144,34,NA,34,2548.819603,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"152",54645346010661,54645311010661,2000,26,2,43,20118,4,1,746,37,0.0001,4,NA,4,299.86113,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"153",54800353010661,54800249010661,2000,26,4,81,20135,1,1,746,37,0.003,4,NA,4,299.86113,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"154",55353708010661,55353630010661,2000,26,3,141,20246,3,1,12,6,0.0007,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"155",54817818010661,54817774010661,2000,26,2,83,20069,1,1,12,6,0.0039,9,NA,9,674.687542,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"156",54817847010661,54817774010661,2000,26,2,83,20069,4,1,746,37,0.0015,2,NA,2,149.930565,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"157",54817821010661,54817774010661,2000,26,2,83,20069,1,1,746,37,0.0059,8,NA,8,599.72226,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"158",54817822010661,54817774010661,2000,26,2,83,20069,2,1,12,6,0.0065,15,NA,15,1124.479237,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"159",54817828010661,54817774010661,2000,26,2,83,20069,2,1,746,37,0.0022,3,NA,3,224.895847,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"160",54817831010661,54817774010661,2000,26,2,83,20069,3,1,12,6,0.0013,3,NA,3,224.895847,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"161",54817836010661,54817774010661,2000,26,2,83,20069,3,1,746,37,0.0045,6,NA,6,449.791695,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"162",54817840010661,54817774010661,2000,26,2,83,20069,4,1,12,6,0.0065,15,NA,15,1124.479237,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"163",54818841010661,54818803010661,2000,26,2,83,20325,1,1,12,6,0.0031,5,NA,5,374.826412,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"164",54818847010661,54818803010661,2000,26,2,83,20325,3,1,12,6,0.0052,9,NA,9,674.687542,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"165",54818859010661,54818803010661,2000,26,2,83,20325,4,1,12,6,0.0109,19,NA,19,1424.340367,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"166",54548443010661,54548425010661,2000,26,1,3,29021,2,1,12,6,0.0009,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"167",54892158010661,54892084010661,2000,26,1,97,20168,2,1,746,37,0.0001,3,NA,3,224.895847,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"168",55393608010661,55393531010661,2000,26,4,151,20122,2,1,746,37,0.0009,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"169",54548530010661,54548507010661,2000,26,1,3,20033,3,1,12,6,0.0026,6,NA,6,449.791695,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"170",54548523010661,54548507010661,2000,26,1,3,20033,1,1,12,6,0.0004,1,NA,1,74.965282,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"171",54548527010661,54548507010661,2000,26,1,3,20033,2,1,12,6,0.0001,5,NA,5,374.826412,6,1,NA,NA,NA,NA,NA,NA,NA,NA
