"","CN","PLT_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","SUBP","CONDID","SPCD","SPGRPCD","STOCKING","TREECOUNT","TOTAGE","TREECOUNT_CALC","TPA_UNADJ","CYCLE","SUBCYCLE","DAMAGE_AGENT_CD1_SRS","PCT_AFFECTED_DAMAGE_AGENT1_SRS","DAMAGE_AGENT_CD2_SRS","PCT_AFFECTED_DAMAGE_AGENT2_SRS","DAMAGE_AGENT_CD3_SRS","PCT_AFFECTED_DAMAGE_AGENT3_SRS","AGECD_RMRS","COUNTCHKCD_RMRS"
"7397",104495719010661,102459383010661,2006,27,1,71,23178,3,1,746,37,0.7766,1,NA,1,74.965282,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7398",104503695010661,102463079010661,2006,27,2,7,20184,3,1,746,37,1.123,1,NA,1,74.965282,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7399",104503693010661,102463079010661,2006,27,2,7,20184,2,1,746,37,1.2478,2,NA,2,149.930565,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7400",156094508010661,102566479010661,2007,27,3,111,20553,2,1,746,37,0.001,1,NA,1,74.965282,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7401",156094511010661,102566479010661,2007,27,3,111,20553,4,1,746,37,0.003,3,NA,3,224.895847,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7402",156082999010661,102556987010661,2007,27,1,137,29491,1,1,12,6,0.0006,1,NA,1,74.965282,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7403",156064088010661,102561796010661,2007,27,1,75,29029,1,1,12,6,0.0052,9,NA,9,674.687542,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7404",156064090010661,102561796010661,2007,27,1,75,29029,2,2,12,6,0.0052,3,NA,3,224.895847,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7405",156064092010661,102561796010661,2007,27,1,75,29029,2,2,746,37,0.0149,5,NA,5,374.826412,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7406",156064093010661,102561796010661,2007,27,1,75,29029,3,1,12,6,0.0035,6,NA,6,449.791695,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7407",156064095010661,102561796010661,2007,27,1,75,29029,4,1,12,6,0.0052,9,NA,9,674.687542,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7408",156066182010661,102559216010661,2007,27,2,77,20170,1,1,746,37,0.0045,6,NA,6,449.791695,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7409",156066185010661,102559216010661,2007,27,2,77,20170,3,1,746,37,0.0037,5,NA,5,374.826412,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7410",156076157010661,102562594010661,2007,27,1,137,29054,3,1,12,6,0.1881,1,NA,1,74.965282,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7411",156076160010661,102562594010661,2007,27,1,137,29054,4,1,12,6,0.1881,1,NA,1,74.965282,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7412",104711530010661,102459080010661,2006,27,1,137,25106,4,1,12,6,0.0009,2,NA,2,149.930565,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7413",104400050010661,102453569010661,2006,27,1,137,25303,1,1,746,37,0.5633,1,NA,1,74.965282,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7414",104400054010661,102453569010661,2006,27,1,137,25303,2,1,746,37,13.6367,17,NA,17,1274.409802,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7415",104401492010661,102459377010661,2006,27,1,137,27727,1,1,12,6,1.4105,6,NA,6,449.791695,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7416",104401494010661,102459377010661,2006,27,1,137,27727,2,1,12,6,0.1881,1,NA,1,74.965282,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7417",104401495010661,102459377010661,2006,27,1,137,27727,3,1,12,6,0.5877,1,NA,1,74.965282,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7418",104401498010661,102459377010661,2006,27,1,137,27727,4,2,12,6,0.0155,9,NA,9,674.687542,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7419",104503121010661,102460892010661,2006,27,2,5,20805,3,1,746,37,0.0015,2,NA,2,149.930565,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7420",104506101010661,102455315010661,2006,27,2,7,20672,3,1,12,6,0.0006,1,NA,1,74.965282,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7421",104462613010661,102454151010661,2006,27,1,71,22670,3,1,12,6,1.6275,3,NA,3,224.895847,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7422",104463092010661,102454457010661,2006,27,1,71,22236,1,1,746,37,30,99,NA,99,7421.562963,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7423",104463093010661,102454457010661,2006,27,1,71,22236,2,1,746,37,27.1074,70,NA,70,5247.569772,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7424",104463094010661,102454457010661,2006,27,1,71,22236,3,1,746,37,30,37,NA,37,2773.715451,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7425",104460328010661,102456533010661,2006,27,4,125,20142,1,1,746,37,0.0059,8,NA,8,599.72226,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7426",104460331010661,102456533010661,2006,27,4,125,20142,3,1,746,37,0.0015,2,NA,2,149.930565,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7427",104460332010661,102456533010661,2006,27,4,125,20142,4,1,746,37,0.0015,2,NA,2,149.930565,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7428",104517840010661,102461513010661,2006,27,2,5,20478,1,1,746,37,0.0049,5,NA,5,374.826412,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7429",104518634010661,102461168010661,2006,27,2,5,20081,1,1,12,6,3.0835,3,NA,3,224.895847,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7430",104518641010661,102461168010661,2006,27,2,5,20081,2,1,746,37,0.0001,2,NA,2,149.930565,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7431",104518636010661,102461168010661,2006,27,2,5,20081,1,1,746,37,18.0032,11,NA,11,824.618107,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7432",104518643010661,102461168010661,2006,27,2,5,20081,3,1,12,6,0.0001,1,NA,1,74.965282,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7433",104421074010661,102455120010661,2006,27,2,21,29111,2,1,746,37,0.0139,14,NA,14,1049.513954,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7434",104421075010661,102455120010661,2006,27,2,21,29111,4,1,746,37,0.0139,14,NA,14,1049.513954,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7435",104424476010661,102459983010661,2006,27,2,21,20193,1,1,746,37,0.0001,2,NA,2,149.930565,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7436",104453740010661,102461198010661,2006,27,3,111,20180,3,1,746,37,0.0007,1,NA,1,74.965282,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7437",104396241010661,102453833010661,2006,27,1,137,26233,4,1,12,6,7.0527,1,NA,1,74.965282,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7438",104396238010661,102453833010661,2006,27,1,137,26233,1,1,12,6,0.1411,1,NA,1,74.965282,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7439",104396239010661,102453833010661,2006,27,1,137,26233,2,1,746,37,29.6073,7,NA,7,524.756977,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7440",104396240010661,102453833010661,2006,27,1,137,26233,3,1,746,37,1.3476,6,NA,6,449.791695,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7441",104711949010661,102453827010661,2006,27,1,137,29410,1,1,746,37,27.8118,22,NA,22,1649.236214,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7442",104711952010661,102453827010661,2006,27,1,137,29410,3,1,746,37,22.4605,2,NA,2,149.930565,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7443",104711951010661,102453827010661,2006,27,1,137,29410,2,1,746,37,6.047,7,NA,7,524.756977,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7444",104399930010661,102458285010661,2006,27,1,137,26836,3,1,12,6,0.0009,2,NA,2,149.930565,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7445",104458097010661,102458639010661,2006,27,3,115,20788,3,1,746,37,0.0007,1,NA,1,74.965282,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7446",156048509010661,102564382010661,2007,27,2,7,20709,1,1,12,6,0.0012,2,NA,2,149.930565,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7447",104393603010661,102452858010661,2006,27,1,137,29315,1,1,746,37,0.0037,5,NA,5,374.826412,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7448",156061464010661,102561820010661,2007,27,1,75,29259,1,1,12,6,0.3761,2,NA,2,149.930565,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7449",156061466010661,102561820010661,2007,27,1,75,29259,2,1,12,6,0.7523,4,NA,4,299.86113,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7450",156061467010661,102561820010661,2007,27,1,75,29259,3,2,12,6,0.0017,1,NA,1,74.965282,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7451",156061469010661,102561820010661,2007,27,1,75,29259,4,1,12,6,0.1881,1,NA,1,74.965282,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7452",156061472010661,102561820010661,2007,27,1,75,29259,4,1,746,37,0.2995,1,NA,1,74.965282,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7453",104498781010661,102459926010661,2006,27,1,71,22663,2,1,12,6,0.0006,1,NA,1,74.965282,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7454",104498783010661,102459926010661,2006,27,1,71,22663,3,2,12,6,0.0069,4,NA,4,299.86113,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7455",104498785010661,102459926010661,2006,27,1,71,22663,4,1,12,6,0.0012,2,NA,2,149.930565,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7456",104714476010661,102454739010661,2006,27,1,71,22488,4,1,12,6,0.1411,1,NA,1,74.965282,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7457",104433594010661,102457910010661,2006,27,1,31,21432,1,1,12,6,0.0007,1,NA,1,74.965282,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7458",104431314010661,102452558010661,2006,27,1,31,29230,3,1,12,6,0.0006,1,NA,1,74.965282,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7459",104431313010661,102452558010661,2006,27,1,31,29230,2,1,746,37,0.0013,1,NA,1,74.965282,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7460",104431316010661,102452558010661,2006,27,1,31,29230,4,2,12,6,0.0086,5,NA,5,374.826412,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7461",104407793010661,102454568010661,2006,27,2,35,20383,3,2,746,37,0.0012,1,NA,1,74.965282,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7462",104418573010661,102462290010661,2006,27,1,17,20306,1,1,12,6,0.0004,1,NA,1,74.965282,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7463",104418575010661,102462290010661,2006,27,1,17,20306,2,1,12,6,0.0004,1,NA,1,74.965282,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7464",104418578010661,102462290010661,2006,27,1,17,20306,3,1,12,6,0.0004,1,NA,1,74.965282,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7465",104457792010661,102453122010661,2006,27,3,115,20369,2,1,746,37,0.006,3,NA,3,224.895847,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7466",104703488010661,102459911010661,2006,27,1,71,22387,4,1,12,6,0.0001,1,NA,1,74.965282,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7467",104510424010661,102460520010661,2006,27,2,7,21534,3,1,746,37,0.0001,5,NA,5,374.826412,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7468",104510416010661,102460520010661,2006,27,2,7,21534,1,1,746,37,0.0001,2,NA,2,149.930565,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7469",104518646010661,102461168010661,2006,27,2,5,20081,3,1,746,37,0.0001,7,NA,7,524.756977,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7470",104518651010661,102461168010661,2006,27,2,5,20081,4,1,746,37,6.1256,6,NA,6,449.791695,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7471",104462762010661,102455048010661,2006,27,1,71,22585,1,1,12,6,0.0017,3,NA,3,224.895847,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7472",104393607010661,102452858010661,2006,27,1,137,29315,2,1,746,37,0.0007,1,NA,1,74.965282,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7473",104393611010661,102452858010661,2006,27,1,137,29315,3,1,746,37,0.0089,12,NA,12,899.583389,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7474",104393612010661,102452858010661,2006,27,1,137,29315,4,1,746,37,0.0015,2,NA,2,149.930565,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7475",104403874010661,102452852010661,2006,27,1,137,27716,2,1,12,6,0.0006,1,NA,1,74.965282,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7476",104403877010661,102452852010661,2006,27,1,137,27716,3,1,12,6,0.0019,3,NA,3,224.895847,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7477",104403878010661,102452852010661,2006,27,1,137,27716,4,2,12,6,1.4642,2,NA,2,149.930565,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7478",156070405010661,102565459010661,2007,27,2,135,20925,2,1,746,37,0.0015,2,NA,2,149.930565,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7479",156070407010661,102565459010661,2007,27,2,135,20925,3,1,746,37,0.0001,3,NA,3,224.895847,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7480",156057726010661,102558673010661,2007,27,1,71,23208,1,1,746,37,30,16,NA,16,1199.444519,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7481",156057728010661,102558673010661,2007,27,1,71,23208,2,1,746,37,10.6842,3,NA,3,224.895847,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7482",156057731010661,102558673010661,2007,27,1,71,23208,4,1,746,37,22.6491,16,NA,16,1199.444519,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7483",156070360010661,102565807010661,2007,27,2,135,20924,2,1,746,37,0.8984,2,NA,2,149.930565,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7484",156070361010661,102565807010661,2007,27,2,135,20924,4,1,746,37,0.0001,3,NA,3,224.895847,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7485",156082001010661,102556954010661,2007,27,1,137,25143,3,1,12,6,0.0013,3,NA,3,224.895847,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7486",156082003010661,102556954010661,2007,27,1,137,25143,4,1,12,6,0.0008,1,NA,1,74.965282,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7487",104456365010661,102458654010661,2006,27,3,115,20682,4,1,746,37,0.0045,6,NA,6,449.791695,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7488",104456361010661,102458654010661,2006,27,3,115,20682,1,1,746,37,0.0015,2,NA,2,149.930565,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7489",104456362010661,102458654010661,2006,27,3,115,20682,2,1,746,37,0.0022,3,NA,3,224.895847,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7490",104456363010661,102458654010661,2006,27,3,115,20682,3,1,746,37,0.0059,8,NA,8,599.72226,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7491",104458231010661,102458642010661,2006,27,3,115,20790,2,1,12,6,0.0006,1,NA,1,74.965282,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7492",104458234010661,102458642010661,2006,27,3,115,20790,4,1,746,37,0.001,1,NA,1,74.965282,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7493",104385303010661,102461390010661,2006,27,2,135,20535,1,1,746,37,0.003,3,NA,3,224.895847,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7494",104385304010661,102461390010661,2006,27,2,135,20535,4,1,746,37,0.002,2,NA,2,149.930565,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7495",104388578010661,102458213010661,2006,27,1,137,20290,1,1,12,6,0.0026,6,NA,6,449.791695,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7496",104388579010661,102458213010661,2006,27,1,137,20290,2,1,12,6,0.0058,13,NA,13,974.548672,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7497",104388582010661,102458213010661,2006,27,1,137,20290,3,1,12,6,0.0216,1,NA,1,74.965282,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7498",104507206010661,102457352010661,2006,27,2,7,20696,3,2,746,37,0.0178,6,NA,6,449.791695,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7499",104507196010661,102457352010661,2006,27,2,7,20696,1,1,746,37,0.002,2,NA,2,149.930565,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7500",104507201010661,102457352010661,2006,27,2,7,20696,2,1,746,37,0.0124,5,NA,5,374.826412,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7501",104471216010661,102452699010661,2006,27,1,75,24258,1,1,12,6,0.002,4,NA,4,299.86113,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7502",104471218010661,102452699010661,2006,27,1,75,24258,1,1,746,37,0.0008,1,NA,1,74.965282,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7503",104471219010661,102452699010661,2006,27,1,75,24258,2,1,12,6,0.0015,3,NA,3,224.895847,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7504",104471221010661,102452699010661,2006,27,1,75,24258,3,2,12,6,82.2268,6,NA,6,449.791695,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7505",104471223010661,102452699010661,2006,27,1,75,24258,4,1,12,6,0.0025,5,NA,5,374.826412,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7506",104505059010661,102455303010661,2006,27,2,7,20433,4,1,12,6,0.0005,1,NA,1,74.965282,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7507",104505047010661,102455303010661,2006,27,2,7,20433,1,1,12,6,0.0073,15,NA,15,1124.479237,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7508",104505054010661,102455303010661,2006,27,2,7,20433,2,1,746,37,0.0059,7,NA,7,524.756977,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7509",104505056010661,102455303010661,2006,27,2,7,20433,3,1,12,6,0.0044,9,NA,9,674.687542,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7510",104505058010661,102455303010661,2006,27,2,7,20433,3,1,746,37,0.0008,1,NA,1,74.965282,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7511",104488925010661,102454502010661,2006,27,2,61,20354,3,2,746,37,0.0297,20,NA,20,1499.305649,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7512",104488926010661,102454502010661,2006,27,2,61,20354,4,2,746,37,0.0074,5,NA,5,374.826412,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7513",104424479010661,102459983010661,2006,27,2,21,20193,2,1,746,37,0.4492,2,NA,2,149.930565,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7514",104424799010661,102455111010661,2006,27,2,21,20847,1,1,746,37,0.5989,2,NA,2,149.930565,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7515",104482913010661,102454178010661,2006,27,2,61,20246,3,1,12,6,0.0004,1,NA,1,74.965282,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7516",104488487010661,102455090010661,2006,27,2,61,20170,3,1,746,37,0.2995,1,NA,1,74.965282,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7517",156116684010661,102566704010661,2007,27,2,57,20009,3,1,746,37,0.0001,1,NA,1,74.965282,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7518",156116686010661,102566704010661,2007,27,2,57,20009,4,1,12,6,1.0448,2,NA,2,149.930565,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7519",156117154010661,102564409010661,2007,27,2,57,20347,1,1,746,37,0.0007,1,NA,1,74.965282,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7520",156117159010661,102564409010661,2007,27,2,57,20347,3,1,746,37,0.0059,8,NA,8,599.72226,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7521",156117163010661,102564409010661,2007,27,2,57,20347,4,1,746,37,0.0007,1,NA,1,74.965282,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7522",156112655010661,102556429010661,2007,27,4,39,20235,2,1,746,37,0.0079,8,NA,8,599.72226,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7523",104712794010661,102453263010661,2006,27,1,137,29179,3,2,746,37,1.0209,1,NA,1,74.965282,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7524",104712790010661,102453263010661,2006,27,1,137,29179,2,1,12,6,0.0023,4,NA,4,299.86113,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7525",104712792010661,102453263010661,2006,27,1,137,29179,3,2,12,6,1.9235,3,NA,3,224.895847,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7526",104389989010661,102457646010661,2006,27,1,137,25181,3,2,746,37,0.0089,3,NA,3,224.895847,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7527",156080059010661,102562885010661,2007,27,1,137,26774,3,1,12,6,0.0009,2,NA,2,149.930565,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7528",156080060010661,102562885010661,2007,27,1,137,26774,4,1,12,6,0.0004,1,NA,1,74.965282,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7529",156083258010661,102556990010661,2007,27,1,137,25702,3,1,12,6,0.3761,2,NA,2,149.930565,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7530",104454163010661,102456878010661,2006,27,4,113,20266,2,1,746,37,0.1197,7,NA,7,524.756977,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7531",104516316010661,102458663010661,2006,27,2,1,20891,1,1,746,37,0.0015,1,NA,1,74.965282,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7532",104516319010661,102458663010661,2006,27,2,1,20891,3,1,746,37,0.0594,40,NA,40,2998.611298,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7533",104516793010661,102458918010661,2006,27,2,1,21063,2,1,746,37,0.0009,1,NA,1,74.965282,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7534",104510422010661,102460520010661,2006,27,2,7,21534,2,1,746,37,0.0001,1,NA,1,74.965282,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7535",104510430010661,102460520010661,2006,27,2,7,21534,4,1,746,37,0.0001,2,NA,2,149.930565,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"7536",156107055010661,102557758010661,2007,27,1,71,23615,1,1,12,6,0.0006,1,NA,1,74.965282,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7537",156107057010661,102557758010661,2007,27,1,71,23615,1,1,746,37,0.0029,3,NA,3,224.895847,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7538",156107059010661,102557758010661,2007,27,1,71,23615,2,2,746,37,0.0001,8,NA,8,599.72226,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7539",156107060010661,102557758010661,2007,27,1,71,23615,3,1,12,6,0.0006,1,NA,1,74.965282,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7540",156107063010661,102557758010661,2007,27,1,71,23615,4,1,746,37,0.0019,2,NA,2,149.930565,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7541",156062686010661,102556477010661,2007,27,1,75,24130,1,1,12,6,0.0004,1,NA,1,74.965282,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7542",156062688010661,102556477010661,2007,27,1,75,24130,2,1,12,6,0.0022,5,NA,5,374.826412,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7543",156063356010661,102556495010661,2007,27,1,75,29381,1,1,746,37,0.0089,12,NA,12,899.583389,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7544",156063357010661,102556495010661,2007,27,1,75,29381,2,1,12,6,0.0056,13,NA,13,974.548672,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7545",156063359010661,102556495010661,2007,27,1,75,29381,3,1,12,6,0.0004,1,NA,1,74.965282,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7546",156053362010661,102563254010661,2007,27,2,1,21064,1,1,12,6,0.0004,1,NA,1,74.965282,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7547",156053363010661,102563254010661,2007,27,2,1,21064,2,1,12,6,0.0004,1,NA,1,74.965282,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7548",156053364010661,102563254010661,2007,27,2,1,21064,3,1,12,6,0.0004,1,NA,1,74.965282,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7549",156053367010661,102563254010661,2007,27,2,1,21064,4,1,12,6,0.0004,1,NA,1,74.965282,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7550",156116352010661,102559309010661,2007,27,2,57,20488,3,1,746,37,0.0007,1,NA,1,74.965282,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7551",156116353010661,102559309010661,2007,27,2,57,20488,4,1,746,37,0.0015,2,NA,2,149.930565,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7552",156101560010661,102557569010661,2007,27,2,61,20871,1,1,746,37,0.0001,2,NA,2,149.930565,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7553",156101561010661,102557569010661,2007,27,2,61,20871,1,2,12,6,0.2339,1,NA,1,74.965282,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7554",156101567010661,102557569010661,2007,27,2,61,20871,4,1,746,37,39.2514,55,NA,55,4123.090535,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7555",156097917010661,102564070010661,2007,27,2,61,29050,2,1,746,37,0.2311,1,NA,1,74.965282,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7556",156097922010661,102564070010661,2007,27,2,61,29050,3,1,746,37,0.2246,1,NA,1,74.965282,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7557",156097925010661,102564070010661,2007,27,2,61,29050,4,1,12,6,0.1411,1,NA,1,74.965282,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7558",156097571010661,102558724010661,2007,27,2,61,20068,1,1,746,37,0.0164,20,NA,20,1499.305649,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7559",156097573010661,102558724010661,2007,27,2,61,20068,3,1,746,37,0.0049,6,NA,6,449.791695,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"7560",193764534010661,102149500010661,2008,27,1,137,29294,1,1,12,6,0.0086,15,NA,15,1124.479237,13,5,NA,NA,NA,NA,NA,NA,NA,NA
"7561",193764536010661,102149500010661,2008,27,1,137,29294,2,2,12,6,0.0052,3,NA,3,224.895847,13,5,NA,NA,NA,NA,NA,NA,NA,NA
"7562",193764538010661,102149500010661,2008,27,1,137,29294,3,1,12,6,0.0012,2,NA,2,149.930565,13,5,NA,NA,NA,NA,NA,NA,NA,NA
"7563",193764540010661,102149500010661,2008,27,1,137,29294,3,1,746,37,0.001,1,NA,1,74.965282,13,5,NA,NA,NA,NA,NA,NA,NA,NA
"7564",193762843010661,102149522010661,2008,27,1,137,28634,2,1,12,6,0.1411,1,NA,1,74.965282,13,5,NA,NA,NA,NA,NA,NA,NA,NA
"7565",193768596010661,102158081010661,2008,27,1,137,25745,3,1,746,37,2.5916,3,NA,3,224.895847,13,5,NA,NA,NA,NA,NA,NA,NA,NA
